fg_made,ydl,posteam,season,week,kicker
0,16,LA,2010,1,Josh.Brown
1,4,ARI,2010,1,J.Feely
1,28,LA,2010,1,Josh.Brown
1,7,LA,2010,1,Josh.Brown
1,34,PIT,2010,1,J.Reed
0,28,ATL,2010,1,M.Bryant
0,37,PIT,2010,1,J.Reed
1,31,ATL,2010,1,M.Bryant
1,21,ATL,2010,1,M.Bryant
1,18,PIT,2010,1,J.Reed
1,16,PIT,2010,1,J.Reed
1,5,ATL,2010,1,M.Bryant
0,21,PIT,2010,1,J.Reed
1,5,NYJ,2010,1,N.Folk
1,10,NYJ,2010,1,N.Folk
1,7,BAL,2010,1,B.Cundiff
1,30,NYJ,2010,1,N.Folk
1,3,CAR,2010,1,J.Kasay
1,34,CAR,2010,1,J.Kasay
1,25,CAR,2010,1,J.Kasay
1,13,NYG,2010,1,L.Tynes
1,14,NE,2010,1,S.Gostkowski
0,29,NE,2010,1,S.Gostkowski
1,35,CIN,2010,1,M.Nugent
0,37,NE,2010,1,S.Gostkowski
1,30,TB,2010,1,C.Barth
0,44,CLE,2010,1,P.Dawson
1,11,WAS,2010,1,G.Gano
0,16,DAL,2010,1,D.Buehler
1,31,WAS,2010,1,G.Gano
1,27,JAX,2010,1,J.Scobee
1,36,DEN,2010,1,M.Prater
1,2,CHI,2010,1,R.Gould
1,13,CHI,2010,1,R.Gould
1,27,PHI,2010,1,D.Akers
1,31,GB,2010,1,M.Crosby
1,38,GB,2010,1,M.Crosby
1,5,PHI,2010,1,D.Akers
1,12,HOU,2010,1,N.Rackers
1,31,HOU,2010,1,N.Rackers
1,2,IND,2010,1,A.Vinatieri
1,14,MIA,2010,1,D.Carpenter
1,33,BUF,2010,1,R.Lindell
0,28,MIA,2010,1,D.Carpenter
0,45,BUF,2010,1,R.Lindell
1,25,MIA,2010,1,D.Carpenter
1,23,MIN,2010,1,R.Longwell
0,28,NO,2010,1,G.Hartley
0,14,NO,2010,1,G.Hartley
1,16,LV,2010,1,S.Janikowski
1,25,TEN,2010,1,R.Bironas
1,12,LV,2010,1,S.Janikowski
0,35,LV,2010,1,S.Janikowski
1,5,SF,2010,1,J.Nedney
1,6,SF,2010,1,J.Nedney
1,17,SEA,2010,1,O.Mare
1,6,ATL,2010,2,M.Bryant
0,36,ARI,2010,2,J.Feely
1,17,ATL,2010,2,M.Bryant
1,18,CIN,2010,2,M.Nugent
1,12,CIN,2010,2,M.Nugent
1,28,CIN,2010,2,M.Nugent
1,19,BAL,2010,2,B.Cundiff
1,20,CIN,2010,2,M.Nugent
1,7,CIN,2010,2,M.Nugent
1,26,GB,2010,2,M.Crosby
1,6,GB,2010,2,M.Crosby
1,20,CHI,2010,2,R.Gould
1,22,CHI,2010,2,R.Gould
1,10,DAL,2010,2,D.Buehler
0,26,DAL,2010,2,D.Buehler
1,29,DAL,2010,2,D.Buehler
1,23,WAS,2010,2,G.Gano
1,9,WAS,2010,2,G.Gano
0,29,HOU,2010,2,N.Rackers
1,29,HOU,2010,2,N.Rackers
1,26,HOU,2010,2,N.Rackers
0,10,WAS,2010,2,G.Gano
1,25,JAX,2010,2,J.Scobee
1,30,JAX,2010,2,J.Scobee
1,23,LAC,2010,2,N.Kaeding
1,16,KC,2010,2,R.Succop
0,25,CLE,2010,2,P.Dawson
1,8,KC,2010,2,R.Succop
1,5,KC,2010,2,R.Succop
1,11,MIN,2010,2,R.Longwell
0,19,NE,2010,2,S.Gostkowski
1,31,NYJ,2010,2,N.Folk
1,17,NYJ,2010,2,N.Folk
1,28,NO,2010,2,G.Hartley
1,1,NO,2010,2,G.Hartley
1,19,NO,2010,2,G.Hartley
1,20,IND,2010,2,A.Vinatieri
1,31,DET,2010,2,J.Hanson
1,3,TEN,2010,2,R.Bironas
1,18,PIT,2010,2,J.Reed
1,16,PIT,2010,2,J.Reed
1,7,PIT,2010,2,J.Reed
1,9,PIT,2010,2,J.Reed
1,2,DEN,2010,2,M.Prater
0,18,LA,2010,2,Josh.Brown
0,28,LV,2010,2,S.Janikowski
1,20,LV,2010,2,S.Janikowski
1,23,LV,2010,2,S.Janikowski
1,4,LV,2010,2,S.Janikowski
1,6,TB,2010,2,C.Barth
1,15,TB,2010,2,C.Barth
1,5,ATL,2010,3,M.Bryant
1,15,NO,2010,3,G.Hartley
1,21,BUF,2010,3,R.Lindell
1,21,BUF,2010,3,R.Lindell
1,17,BUF,2010,3,R.Lindell
1,25,NE,2010,3,S.Gostkowski
0,33,BUF,2010,3,R.Lindell
1,15,CIN,2010,3,M.Nugent
1,32,CIN,2010,3,M.Nugent
1,21,CLE,2010,3,P.Dawson
0,33,BAL,2010,3,B.Cundiff
1,31,BAL,2010,3,B.Cundiff
1,6,HOU,2010,3,N.Rackers
1,31,DAL,2010,3,D.Buehler
1,12,HOU,2010,3,N.Rackers
1,22,DAL,2010,3,D.Buehler
0,26,DET,2010,3,J.Hanson
1,15,DET,2010,3,J.Hanson
1,13,MIN,2010,3,R.Longwell
0,31,CHI,2010,3,R.Gould
1,20,GB,2010,3,M.Crosby
0,19,GB,2010,3,M.Crosby
1,7,CHI,2010,3,R.Gould
1,1,CHI,2010,3,R.Gould
1,20,IND,2010,3,A.Vinatieri
1,15,IND,2010,3,A.Vinatieri
1,7,DEN,2010,3,M.Prater
1,16,DEN,2010,3,M.Prater
1,27,MIA,2010,3,D.Carpenter
0,43,NYJ,2010,3,N.Folk
1,2,MIA,2010,3,D.Carpenter
1,12,NYJ,2010,3,N.Folk
1,32,MIA,2010,3,D.Carpenter
1,4,LV,2010,3,S.Janikowski
1,24,ARI,2010,3,J.Feely
1,37,LV,2010,3,S.Janikowski
0,23,LV,2010,3,S.Janikowski
1,5,LV,2010,3,S.Janikowski
0,41,LV,2010,3,S.Janikowski
0,14,LV,2010,3,S.Janikowski
1,33,JAX,2010,3,J.Scobee
1,22,TB,2010,3,C.Barth
1,5,TB,2010,3,C.Barth
1,6,PIT,2010,3,J.Reed
1,5,SEA,2010,3,O.Mare
1,11,LAC,2010,3,N.Kaeding
1,5,SEA,2010,3,O.Mare
1,33,SF,2010,3,J.Nedney
0,20,KC,2010,3,R.Succop
1,14,KC,2010,3,R.Succop
1,30,TEN,2010,3,R.Bironas
0,35,NYG,2010,3,L.Tynes
1,32,NYG,2010,3,L.Tynes
0,26,NYG,2010,3,L.Tynes
1,5,TEN,2010,3,R.Bironas
1,11,WAS,2010,3,G.Gano
1,6,WAS,2010,3,G.Gano
0,3,LA,2010,3,Josh.Brown
1,3,WAS,2010,3,G.Gano
1,19,LA,2010,3,Josh.Brown
1,11,LA,2010,3,Josh.Brown
1,18,LA,2010,3,Josh.Brown
0,20,LAC,2010,4,N.Kaeding
1,30,LAC,2010,4,N.Kaeding
1,29,LAC,2010,4,N.Kaeding
1,35,ARI,2010,4,J.Feely
0,28,BAL,2010,4,B.Cundiff
1,15,BAL,2010,4,B.Cundiff
0,31,PIT,2010,4,J.Reed
0,27,PIT,2010,4,J.Reed
1,14,NO,2010,4,J.Carney
1,14,NO,2010,4,J.Carney
1,7,NO,2010,4,J.Carney
1,4,NYG,2010,4,L.Tynes
0,20,NYG,2010,4,L.Tynes
1,22,CHI,2010,4,R.Gould
1,13,CLE,2010,4,P.Dawson
1,6,CIN,2010,4,M.Nugent
0,26,CIN,2010,4,M.Nugent
1,13,CLE,2010,4,P.Dawson
1,5,CLE,2010,4,P.Dawson
1,7,CIN,2010,4,M.Nugent
0,17,TEN,2010,4,R.Bironas
1,18,DEN,2010,4,M.Prater
1,37,TEN,2010,4,R.Bironas
1,18,DEN,2010,4,M.Prater
1,17,DEN,2010,4,M.Prater
1,28,TEN,2010,4,R.Bironas
1,18,DEN,2010,4,M.Prater
0,37,DET,2010,4,J.Hanson
1,21,DET,2010,4,J.Hanson
1,34,DET,2010,4,J.Hanson
1,30,DET,2010,4,J.Hanson
1,6,DET,2010,4,J.Hanson
0,28,HOU,2010,4,N.Rackers
1,17,HOU,2010,4,N.Rackers
1,21,LV,2010,4,S.Janikowski
1,41,JAX,2010,4,J.Scobee
1,5,NE,2010,4,S.Gostkowski
1,12,NE,2010,4,S.Gostkowski
0,36,MIA,2010,4,D.Carpenter
0,12,NYJ,2010,4,N.Folk
1,1,NYJ,2010,4,N.Folk
1,4,SEA,2010,4,O.Mare
1,13,LA,2010,4,Josh.Brown
1,13,LA,2010,4,Josh.Brown
1,18,ATL,2010,4,M.Bryant
1,13,ATL,2010,4,M.Bryant
1,25,ATL,2010,4,M.Bryant
1,31,PHI,2010,4,D.Akers
1,8,WAS,2010,4,G.Gano
1,6,PHI,2010,4,D.Akers
1,6,ATL,2010,5,M.Bryant
1,12,ATL,2010,5,M.Bryant
0,12,ATL,2010,5,M.Bryant
1,2,CLE,2010,5,P.Dawson
1,6,CAR,2010,5,J.Kasay
1,10,CHI,2010,5,R.Gould
0,33,CAR,2010,5,J.Kasay
1,35,CAR,2010,5,J.Kasay
1,35,CHI,2010,5,R.Gould
1,25,CHI,2010,5,R.Gould
1,18,BAL,2010,5,B.Cundiff
1,19,DEN,2010,5,M.Prater
1,34,GB,2010,5,M.Crosby
1,7,WAS,2010,5,G.Gano
1,18,GB,2010,5,M.Crosby
0,29,GB,2010,5,M.Crosby
0,33,WAS,2010,5,G.Gano
1,27,WAS,2010,5,G.Gano
0,35,GB,2010,5,M.Crosby
1,11,BUF,2010,5,R.Lindell
1,31,JAX,2010,5,J.Scobee
1,3,BUF,2010,5,R.Lindell
1,31,JAX,2010,5,J.Scobee
1,17,JAX,2010,5,J.Scobee
1,22,JAX,2010,5,J.Scobee
1,28,JAX,2010,5,J.Scobee
1,2,IND,2010,5,A.Vinatieri
1,6,IND,2010,5,A.Vinatieri
1,27,KC,2010,5,R.Succop
1,29,IND,2010,5,A.Vinatieri
1,17,KC,2010,5,R.Succop
1,25,KC,2010,5,R.Succop
1,24,IND,2010,5,A.Vinatieri
0,33,KC,2010,5,R.Succop
1,7,NYJ,2010,5,N.Folk
1,35,NYJ,2010,5,N.Folk
1,4,NYJ,2010,5,N.Folk
1,16,NYJ,2010,5,N.Folk
1,13,NYJ,2010,5,N.Folk
1,13,NO,2010,5,J.Carney
1,19,ARI,2010,5,J.Feely
1,14,NO,2010,5,J.Carney
1,26,ARI,2010,5,J.Feely
0,11,NO,2010,5,J.Carney
1,11,ARI,2010,5,J.Feely
1,20,HOU,2010,5,N.Rackers
1,27,NYG,2010,5,L.Tynes
1,24,NYG,2010,5,L.Tynes
1,14,PHI,2010,5,D.Akers
1,32,SF,2010,5,J.Nedney
0,22,SF,2010,5,J.Nedney
0,35,PHI,2010,5,D.Akers
1,27,PHI,2010,5,D.Akers
1,32,LV,2010,5,S.Janikowski
1,12,LV,2010,5,S.Janikowski
1,24,LAC,2010,5,N.Kaeding
1,17,LAC,2010,5,N.Kaeding
1,12,DET,2010,5,J.Hanson
1,9,LA,2010,5,Josh.Brown
1,10,LA,2010,5,Josh.Brown
1,30,DET,2010,5,J.Hanson
1,28,DET,2010,5,J.Hanson
1,13,CIN,2010,5,M.Nugent
1,17,CIN,2010,5,M.Nugent
1,13,TB,2010,5,C.Barth
1,34,TEN,2010,5,R.Bironas
1,34,DAL,2010,5,D.Buehler
0,26,DAL,2010,5,D.Buehler
1,21,TEN,2010,5,R.Bironas
1,8,DAL,2010,5,D.Buehler
0,23,ATL,2010,6,M.Bryant
0,19,PHI,2010,6,D.Akers
1,8,ATL,2010,6,M.Bryant
0,29,PHI,2010,6,D.Akers
0,19,PHI,2010,6,D.Akers
1,12,PHI,2010,6,D.Akers
1,8,BAL,2010,6,B.Cundiff
1,20,NE,2010,6,S.Gostkowski
1,7,BAL,2010,6,B.Cundiff
1,6,NE,2010,6,S.Gostkowski
1,21,CLE,2010,6,P.Dawson
1,20,MIN,2010,6,R.Longwell
1,32,DET,2010,6,J.Hanson
1,32,DET,2010,6,J.Hanson
0,20,IND,2010,6,A.Vinatieri
1,25,IND,2010,6,A.Vinatieri
0,30,WAS,2010,6,G.Gano
0,30,IND,2010,6,A.Vinatieri
1,21,WAS,2010,6,G.Gano
1,15,IND,2010,6,A.Vinatieri
1,6,KC,2010,6,R.Succop
1,28,GB,2010,6,M.Crosby
1,35,MIA,2010,6,D.Carpenter
1,23,MIA,2010,6,D.Carpenter
1,8,GB,2010,6,M.Crosby
1,10,NO,2010,6,G.Hartley
0,22,TB,2010,6,C.Barth
0,15,NO,2010,6,G.Hartley
0,29,TB,2010,6,C.Barth
1,41,DEN,2010,6,M.Prater
0,31,DEN,2010,6,M.Prater
1,38,NYJ,2010,6,N.Folk
1,30,DEN,2010,6,M.Prater
1,9,LV,2010,6,S.Janikowski
1,6,LV,2010,6,S.Janikowski
1,7,SF,2010,6,J.Nedney
1,22,LV,2010,6,S.Janikowski
1,21,LA,2010,6,Josh.Brown
1,23,LAC,2010,6,N.Kaeding
0,31,LAC,2010,6,N.Kaeding
1,29,LA,2010,6,Josh.Brown
1,16,CHI,2010,6,R.Gould
1,6,CHI,2010,6,R.Gould
0,36,CHI,2010,6,R.Gould
1,8,TEN,2010,6,R.Bironas
1,15,TEN,2010,6,R.Bironas
1,15,JAX,2010,6,J.Scobee
1,18,TEN,2010,6,R.Bironas
1,2,SEA,2010,7,O.Mare
1,13,SEA,2010,7,O.Mare
1,33,SEA,2010,7,O.Mare
1,6,SEA,2010,7,O.Mare
1,6,ARI,2010,7,J.Feely
1,8,SEA,2010,7,O.Mare
1,23,BAL,2010,7,B.Cundiff
1,3,BUF,2010,7,R.Lindell
1,30,BAL,2010,7,B.Cundiff
1,32,BUF,2010,7,R.Lindell
1,2,CIN,2010,7,M.Nugent
1,27,ATL,2010,7,M.Bryant
0,35,CIN,2010,7,M.Nugent
1,15,CIN,2010,7,M.Nugent
1,5,CLE,2010,7,P.Dawson
1,14,NO,2010,7,G.Hartley
1,4,CLE,2010,7,P.Dawson
1,31,CLE,2010,7,P.Dawson
1,17,JAX,2010,7,J.Scobee
1,1,JAX,2010,7,J.Scobee
1,10,MIN,2010,7,R.Longwell
1,14,LAC,2010,7,K.Brown
1,22,NE,2010,7,S.Gostkowski
1,17,NE,2010,7,S.Gostkowski
1,10,LAC,2010,7,K.Brown
1,16,NE,2010,7,S.Gostkowski
0,32,LAC,2010,7,K.Brown
1,8,DAL,2010,7,D.Buehler
1,23,DAL,2010,7,D.Buehler
1,35,NYG,2010,7,L.Tynes
1,8,NYG,2010,7,L.Tynes
1,13,LV,2010,7,S.Janikowski
1,7,PHI,2010,7,D.Akers
1,28,PHI,2010,7,D.Akers
1,28,PHI,2010,7,D.Akers
1,23,TEN,2010,7,R.Bironas
1,10,PHI,2010,7,D.Akers
1,20,TEN,2010,7,R.Bironas
1,15,TEN,2010,7,R.Bironas
1,21,MIA,2010,7,D.Carpenter
1,5,MIA,2010,7,D.Carpenter
1,4,PIT,2010,7,J.Reed
1,4,MIA,2010,7,D.Carpenter
1,21,PIT,2010,7,J.Reed
1,19,MIA,2010,7,D.Carpenter
1,22,MIA,2010,7,D.Carpenter
1,1,PIT,2010,7,J.Reed
1,29,CAR,2010,7,J.Kasay
1,6,SF,2010,7,J.Nedney
1,37,CAR,2010,7,J.Kasay
1,20,SF,2010,7,J.Nedney
1,19,CAR,2010,7,J.Kasay
1,16,TB,2010,7,C.Barth
1,7,LA,2010,7,Josh.Brown
1,21,TB,2010,7,C.Barth
1,35,TB,2010,7,C.Barth
1,20,TB,2010,7,C.Barth
1,28,WAS,2010,7,G.Gano
0,19,WAS,2010,7,G.Gano
1,25,BUF,2010,8,R.Lindell
1,10,KC,2010,8,R.Succop
0,33,LA,2010,8,Josh.Brown
1,15,LA,2010,8,Josh.Brown
1,26,CAR,2010,8,J.Kasay
1,23,LA,2010,8,Josh.Brown
1,17,SF,2010,8,J.Nedney
0,34,SF,2010,8,J.Nedney
1,14,DEN,2010,8,M.Prater
1,2,GB,2010,8,M.Crosby
0,27,GB,2010,8,M.Crosby
0,19,NYJ,2010,8,N.Folk
1,23,GB,2010,8,M.Crosby
1,22,GB,2010,8,M.Crosby
1,35,HOU,2010,8,N.Rackers
1,30,IND,2010,8,A.Vinatieri
1,6,IND,2010,8,A.Vinatieri
1,18,IND,2010,8,A.Vinatieri
1,16,DAL,2010,8,D.Buehler
1,20,MIA,2010,8,D.Carpenter
1,24,MIA,2010,8,D.Carpenter
1,6,MIA,2010,8,D.Carpenter
1,36,MIA,2010,8,D.Carpenter
1,14,MIA,2010,8,D.Carpenter
1,5,MIN,2010,8,R.Longwell
1,1,PIT,2010,8,J.Reed
0,33,PIT,2010,8,J.Reed
1,13,NO,2010,8,G.Hartley
1,5,NO,2010,8,G.Hartley
1,13,LV,2010,8,S.Janikowski
0,33,SEA,2010,8,O.Mare
1,18,LV,2010,8,S.Janikowski
0,11,SEA,2010,8,O.Mare
0,27,LV,2010,8,S.Janikowski
1,4,LV,2010,8,S.Janikowski
1,29,SEA,2010,8,O.Mare
1,31,LV,2010,8,S.Janikowski
1,3,TB,2010,8,C.Barth
0,35,TB,2010,8,C.Barth
1,3,TEN,2010,8,R.Bironas
1,16,LAC,2010,8,K.Brown
1,18,LAC,2010,8,K.Brown
1,20,WAS,2010,8,G.Gano
1,28,WAS,2010,8,G.Gano
1,14,DET,2010,8,J.Hanson
1,3,MIN,2010,9,R.Longwell
1,4,ARI,2010,9,J.Feely
0,24,CHI,2010,9,R.Gould
0,36,GB,2010,9,M.Crosby
1,8,GB,2010,9,M.Crosby
1,5,PHI,2010,9,D.Akers
1,3,PHI,2010,9,D.Akers
1,13,PHI,2010,9,D.Akers
1,19,IND,2010,9,A.Vinatieri
1,27,PHI,2010,9,D.Akers
1,25,KC,2010,9,R.Succop
0,29,LV,2010,9,S.Janikowski
1,7,KC,2010,9,R.Succop
1,5,LV,2010,9,S.Janikowski
1,22,LV,2010,9,S.Janikowski
1,8,BAL,2010,9,B.Cundiff
1,21,BAL,2010,9,B.Cundiff
1,1,MIA,2010,9,D.Carpenter
0,19,BAL,2010,9,B.Cundiff
0,28,MIA,2010,9,D.Carpenter
1,3,BAL,2010,9,B.Cundiff
1,6,BAL,2010,9,B.Cundiff
1,21,CLE,2010,9,P.Dawson
1,20,CLE,2010,9,P.Dawson
1,2,CAR,2010,9,J.Kasay
0,22,CAR,2010,9,J.Kasay
1,13,NO,2010,9,G.Hartley
1,18,NO,2010,9,G.Hartley
1,7,NYG,2010,9,L.Tynes
1,2,NYG,2010,9,L.Tynes
1,13,NYJ,2010,9,N.Folk
1,18,NYJ,2010,9,N.Folk
1,7,PIT,2010,9,J.Reed
0,33,CIN,2010,9,M.Nugent
1,35,PIT,2010,9,J.Reed
0,27,CIN,2010,9,M.Nugent
0,28,PIT,2010,9,J.Reed
1,10,HOU,2010,9,N.Rackers
1,3,HOU,2010,9,N.Rackers
1,7,HOU,2010,9,N.Rackers
1,13,ATL,2010,9,M.Bryant
1,23,ATL,2010,9,M.Bryant
1,10,ATL,2010,10,M.Bryant
1,33,ATL,2010,10,M.Bryant
1,28,CAR,2010,10,J.Kasay
1,10,CAR,2010,10,J.Kasay
1,30,CAR,2010,10,J.Kasay
1,14,TB,2010,10,C.Barth
1,10,IND,2010,10,A.Vinatieri
1,9,CIN,2010,10,M.Nugent
1,29,IND,2010,10,A.Vinatieri
1,5,IND,2010,10,A.Vinatieri
1,25,NYG,2010,10,L.Tynes
1,4,DAL,2010,10,D.Buehler
1,5,DAL,2010,10,D.Buehler
1,7,NYG,2010,10,L.Tynes
0,16,DAL,2010,10,D.Buehler
1,7,DET,2010,10,D.Rayner
0,23,BUF,2010,10,R.Lindell
0,31,DET,2010,10,D.Rayner
1,27,DET,2010,10,D.Rayner
1,20,JAX,2010,10,J.Scobee
1,6,HOU,2010,10,N.Rackers
0,21,JAX,2010,10,J.Scobee
0,25,JAX,2010,10,J.Scobee
0,34,KC,2010,10,R.Succop
0,40,DEN,2010,10,M.Prater
1,22,KC,2010,10,R.Succop
1,18,MIN,2010,10,R.Longwell
0,21,MIN,2010,10,R.Longwell
0,25,CHI,2010,10,R.Gould
1,16,CHI,2010,10,R.Gould
1,15,MIN,2010,10,R.Longwell
1,20,CHI,2010,10,R.Gould
1,12,NE,2010,10,S.Graham
1,4,PIT,2010,10,J.Reed
0,8,PIT,2010,10,J.Reed
1,18,NE,2010,10,S.Graham
1,17,CLE,2010,10,P.Dawson
1,9,NYJ,2010,10,N.Folk
0,30,NYJ,2010,10,N.Folk
1,5,CLE,2010,10,P.Dawson
0,6,NYJ,2010,10,N.Folk
1,7,NYJ,2010,10,N.Folk
1,30,PHI,2010,10,D.Akers
1,23,SEA,2010,10,O.Mare
1,5,ARI,2010,10,J.Feely
1,16,SEA,2010,10,O.Mare
1,1,SEA,2010,10,O.Mare
1,5,SEA,2010,10,O.Mare
1,1,SEA,2010,10,O.Mare
0,11,SEA,2010,10,O.Mare
1,24,LA,2010,10,Josh.Brown
1,8,SF,2010,10,J.Nedney
1,29,SF,2010,10,J.Nedney
1,15,LA,2010,10,Josh.Brown
1,22,TEN,2010,10,R.Bironas
1,5,MIA,2010,10,D.Carpenter
1,8,MIA,2010,10,D.Carpenter
1,24,MIA,2010,10,D.Carpenter
1,18,ARI,2010,11,J.Feely
1,11,ARI,2010,11,J.Feely
1,5,KC,2010,11,R.Succop
1,24,ATL,2010,11,M.Bryant
1,35,LA,2010,11,Josh.Brown
1,11,ATL,2010,11,M.Bryant
1,6,ATL,2010,11,M.Bryant
1,3,ATL,2010,11,M.Bryant
1,4,BAL,2010,11,B.Cundiff
1,27,CAR,2010,11,J.Kasay
1,15,BAL,2010,11,B.Cundiff
1,22,CAR,2010,11,J.Kasay
1,31,BAL,2010,11,B.Cundiff
0,16,BUF,2010,11,R.Lindell
1,1,CIN,2010,11,A.Pettrey
0,25,CIN,2010,11,A.Pettrey
1,29,CHI,2010,11,R.Gould
1,6,CHI,2010,11,R.Gould
1,32,CHI,2010,11,R.Gould
1,29,JAX,2010,11,J.Scobee
0,33,CLE,2010,11,P.Dawson
1,20,CLE,2010,11,P.Dawson
0,33,CLE,2010,11,P.Dawson
1,23,CLE,2010,11,P.Dawson
0,34,LAC,2010,11,N.Kaeding
1,29,DET,2010,11,D.Rayner
1,6,MIN,2010,11,R.Longwell
1,24,GB,2010,11,M.Crosby
1,19,NYJ,2010,11,N.Folk
1,15,NYJ,2010,11,N.Folk
0,35,NYJ,2010,11,N.Folk
1,12,NYJ,2010,11,N.Folk
1,19,HOU,2010,11,N.Rackers
1,4,HOU,2010,11,N.Rackers
1,7,NE,2010,11,S.Graham
1,6,NYG,2010,11,L.Tynes
1,20,PHI,2010,11,D.Akers
1,6,PHI,2010,11,D.Akers
0,24,PHI,2010,11,D.Akers
1,10,PHI,2010,11,D.Akers
1,12,PHI,2010,11,D.Akers
1,23,LV,2010,11,S.Janikowski
1,2,SEA,2010,11,O.Mare
1,25,SEA,2010,11,O.Mare
1,25,SEA,2010,11,O.Mare
0,9,NO,2010,11,G.Hartley
1,2,SEA,2010,11,O.Mare
0,23,TB,2010,11,C.Barth
1,1,WAS,2010,11,G.Gano
1,7,TEN,2010,11,R.Bironas
0,33,WAS,2010,11,G.Gano
1,14,TEN,2010,11,R.Bironas
1,22,WAS,2010,11,G.Gano
1,22,TEN,2010,11,R.Bironas
1,24,WAS,2010,11,G.Gano
0,29,WAS,2010,11,G.Gano
1,25,CAR,2010,12,J.Kasay
1,24,CAR,2010,12,J.Kasay
0,28,CAR,2010,12,J.Kasay
1,24,CAR,2010,12,J.Kasay
1,24,CLE,2010,12,P.Dawson
0,24,CAR,2010,12,J.Kasay
1,8,NYJ,2010,12,N.Folk
0,26,NYJ,2010,12,N.Folk
0,9,CIN,2010,12,A.Pettrey
1,9,CIN,2010,12,A.Pettrey
1,20,ATL,2010,12,M.Bryant
1,4,GB,2010,12,M.Crosby
1,29,ATL,2010,12,M.Bryant
1,5,NYG,2010,12,L.Tynes
1,4,JAX,2010,12,J.Scobee
1,11,NYG,2010,12,L.Tynes
1,10,NYG,2010,12,L.Tynes
1,24,JAX,2010,12,J.Scobee
0,25,KC,2010,12,R.Succop
1,25,SEA,2010,12,O.Mare
1,31,MIA,2010,12,D.Carpenter
0,33,MIA,2010,12,D.Carpenter
1,5,MIA,2010,12,D.Carpenter
1,26,MIA,2010,12,D.Carpenter
0,31,MIA,2010,12,D.Carpenter
1,12,LV,2010,12,S.Janikowski
1,7,MIA,2010,12,D.Carpenter
1,13,MIN,2010,12,R.Longwell
1,21,WAS,2010,12,G.Gano
1,23,WAS,2010,12,G.Gano
1,2,NE,2010,12,S.Graham
1,26,DET,2010,12,D.Rayner
0,28,DET,2010,12,D.Rayner
1,32,NO,2010,12,G.Hartley
1,3,DAL,2010,12,D.Buehler
1,27,NO,2010,12,G.Hartley
1,36,DAL,2010,12,D.Buehler
1,10,NO,2010,12,G.Hartley
0,41,DAL,2010,12,D.Buehler
1,27,PHI,2010,12,D.Akers
1,18,PHI,2010,12,D.Akers
1,5,CHI,2010,12,R.Gould
1,4,PHI,2010,12,D.Akers
1,18,PHI,2010,12,D.Akers
1,27,PIT,2010,12,S.Suisham
1,28,PIT,2010,12,S.Suisham
1,11,BUF,2010,12,R.Lindell
1,14,BUF,2010,12,R.Lindell
1,30,PIT,2010,12,S.Suisham
1,31,BUF,2010,12,R.Lindell
1,10,LAC,2010,12,N.Kaeding
1,15,LAC,2010,12,N.Kaeding
1,32,LAC,2010,12,N.Kaeding
1,12,LAC,2010,12,N.Kaeding
1,2,LAC,2010,12,N.Kaeding
0,30,SF,2010,12,S.Andrus
1,13,ARI,2010,12,J.Feely
1,21,ARI,2010,12,J.Feely
0,18,SF,2010,12,S.Andrus
1,20,SF,2010,12,S.Andrus
1,8,SF,2010,12,S.Andrus
1,31,DEN,2010,12,M.Prater
1,22,DEN,2010,12,M.Prater
1,10,LA,2010,12,Josh.Brown
1,19,LA,2010,12,Josh.Brown
0,27,LA,2010,12,Josh.Brown
1,8,LA,2010,12,Josh.Brown
1,27,BAL,2010,12,B.Cundiff
1,4,TB,2010,12,C.Barth
1,17,HOU,2010,12,N.Rackers
1,15,HOU,2010,12,N.Rackers
1,15,TB,2010,13,C.Barth
1,20,MIN,2010,13,R.Longwell
1,6,SEA,2010,13,O.Mare
0,29,SEA,2010,13,O.Mare
1,32,DET,2010,13,D.Rayner
1,7,DET,2010,13,D.Rayner
1,36,CHI,2010,13,R.Gould
0,23,MIA,2010,13,D.Carpenter
1,14,CLE,2010,13,P.Dawson
1,42,MIA,2010,13,D.Carpenter
0,29,CLE,2010,13,P.Dawson
1,6,CLE,2010,13,P.Dawson
1,12,DAL,2010,13,D.Buehler
0,30,DAL,2010,13,D.Buehler
1,28,DAL,2010,13,D.Buehler
1,8,DEN,2010,13,M.Prater
1,29,KC,2010,13,R.Succop
1,23,DEN,2010,13,M.Prater
1,30,HOU,2010,13,N.Rackers
1,18,PHI,2010,13,D.Akers
1,4,PHI,2010,13,D.Akers
1,8,JAX,2010,13,J.Scobee
1,19,TEN,2010,13,R.Bironas
0,31,JAX,2010,13,J.Scobee
1,12,TEN,2010,13,R.Bironas
0,30,JAX,2010,13,J.Scobee
1,30,NO,2010,13,G.Hartley
1,11,CIN,2010,13,C.Stitser
1,5,CIN,2010,13,C.Stitser
1,6,NO,2010,13,G.Hartley
1,29,CIN,2010,13,C.Stitser
1,23,NE,2010,13,S.Graham
0,35,NYJ,2010,13,N.Folk
1,21,NYJ,2010,13,N.Folk
1,21,LAC,2010,13,N.Kaeding
0,32,LAC,2010,13,N.Kaeding
1,15,LAC,2010,13,N.Kaeding
1,27,PIT,2010,13,S.Suisham
1,6,BAL,2010,13,B.Cundiff
1,1,PIT,2010,13,S.Suisham
1,26,SF,2010,13,J.Reed
0,11,GB,2010,13,M.Crosby
