Event,Round,Diver,Country,Rank,DiveNo,Difficulty,JScore,Judge,JCountry
M3mSB,Semi,ALLY Tony,GBR,12,1,1.6,7.5,ALT Walter,GER
M3mSB,Semi,ALLY Tony,GBR,12,1,1.6,7,JOHNSON Bente,NOR
M3mSB,Semi,ALLY Tony,GBR,12,1,1.6,7,BOUSSARD Michel,FRA
M3mSB,Semi,ALLY Tony,GBR,12,1,1.6,7,McFARLAND Steve,USA
M3mSB,Semi,ALLY Tony,GBR,12,1,1.6,7,CALDERON Felix,PUR
M3mSB,Semi,ALLY Tony,GBR,12,2,1.8,7.5,GEAR Dennis,NZL
M3mSB,Semi,ALLY Tony,GBR,12,2,1.8,7.5,WANG Facheng,CHN
M3mSB,Semi,ALLY Tony,GBR,12,2,1.8,7.5,ALT Walter,GER
M3mSB,Semi,ALLY Tony,GBR,12,2,1.8,8,JOHNSON Bente,NOR
M3mSB,Semi,ALLY Tony,GBR,12,2,1.8,8,BOUSSARD Michel,FRA
M3mSB,Semi,ALLY Tony,GBR,12,2,1.8,7.5,McFARLAND Steve,USA
M3mSB,Semi,ALLY Tony,GBR,12,2,1.8,7.5,CALDERON Felix,PUR
M3mSB,Semi,ALLY Tony,GBR,12,3,1.9,7,GEAR Dennis,NZL
M3mSB,Semi,ALLY Tony,GBR,12,3,1.9,7.5,WANG Facheng,CHN
M3mSB,Semi,ALLY Tony,GBR,12,3,1.9,7.5,ALT Walter,GER
M3mSB,Semi,ALLY Tony,GBR,12,3,1.9,6.5,JOHNSON Bente,NOR
M3mSB,Semi,ALLY Tony,GBR,12,3,1.9,7,BOUSSARD Michel,FRA
M3mSB,Semi,ALLY Tony,GBR,12,3,1.9,7.5,McFARLAND Steve,USA
M3mSB,Semi,ALLY Tony,GBR,12,3,1.9,7,CALDERON Felix,PUR
M3mSB,Semi,ALLY Tony,GBR,12,4,2.1,7.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,ALLY Tony,GBR,12,4,2.1,7,MENA Jesus,MEX
M3mSB,Semi,ALLY Tony,GBR,12,4,2.1,7,BOYS Beverley,CAN
M3mSB,Semi,ALLY Tony,GBR,12,4,2.1,7.5,ZAITSEV Oleg,RUS
M3mSB,Semi,ALLY Tony,GBR,12,4,2.1,8,BOOTHROYD Sydney,GBR
M3mSB,Semi,ALLY Tony,GBR,12,4,2.1,7,CRUZ Julia,ESP
M3mSB,Semi,ALLY Tony,GBR,12,4,2.1,8,BARNETT Madeleine,AUS
M3mSB,Semi,ALLY Tony,GBR,12,5,2.1,7,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,ALLY Tony,GBR,12,5,2.1,7.5,MENA Jesus,MEX
M3mSB,Semi,ALLY Tony,GBR,12,5,2.1,7,BOYS Beverley,CAN
M3mSB,Semi,ALLY Tony,GBR,12,5,2.1,7,ZAITSEV Oleg,RUS
M3mSB,Semi,ALLY Tony,GBR,12,5,2.1,7,BOOTHROYD Sydney,GBR
M3mSB,Semi,ALLY Tony,GBR,12,5,2.1,6.5,CRUZ Julia,ESP
M3mSB,Semi,ALLY Tony,GBR,12,5,2.1,6.5,BARNETT Madeleine,AUS
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,1,1.6,8,GEAR Dennis,NZL
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,1,1.6,8,WANG Facheng,CHN
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,1,1.6,7,ALT Walter,GER
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,1,1.6,7.5,JOHNSON Bente,NOR
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,1,1.6,7.5,BOUSSARD Michel,FRA
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,1,1.6,7.5,McFARLAND Steve,USA
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,1,1.6,7,CALDERON Felix,PUR
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,2,1.8,8.5,GEAR Dennis,NZL
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,2,1.8,8.5,WANG Facheng,CHN
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,2,1.8,8.5,ALT Walter,GER
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,2,1.8,9,JOHNSON Bente,NOR
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,2,1.8,9.5,BOUSSARD Michel,FRA
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,2,1.8,8.5,McFARLAND Steve,USA
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,2,1.8,8.5,CALDERON Felix,PUR
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,3,1.9,8,GEAR Dennis,NZL
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,3,1.9,8.5,WANG Facheng,CHN
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,3,1.9,8,ALT Walter,GER
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,3,1.9,8,JOHNSON Bente,NOR
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,3,1.9,8,BOUSSARD Michel,FRA
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,3,1.9,8,McFARLAND Steve,USA
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,3,1.9,8,CALDERON Felix,PUR
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,4,2.1,6.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,4,2.1,7,MENA Jesus,MEX
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,4,2.1,7.5,BOYS Beverley,CAN
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,4,2.1,7,ZAITSEV Oleg,RUS
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,4,2.1,7.5,BOOTHROYD Sydney,GBR
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,4,2.1,7.5,CRUZ Julia,ESP
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,4,2.1,7.5,BARNETT Madeleine,AUS
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,5,2.1,7.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,5,2.1,7.5,MENA Jesus,MEX
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,5,2.1,7.5,BOYS Beverley,CAN
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,5,2.1,8,ZAITSEV Oleg,RUS
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,5,2.1,7,BOOTHROYD Sydney,GBR
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,5,2.1,7.5,CRUZ Julia,ESP
M3mSB,Semi,DOBROSKOK Alexandre,RUS,13,5,2.1,7.5,BARNETT Madeleine,AUS
M3mSB,Semi,DURAN Cassius,BRA,14,1,1.6,8,GEAR Dennis,NZL
M3mSB,Semi,DURAN Cassius,BRA,14,1,1.6,8.5,WANG Facheng,CHN
M3mSB,Semi,DURAN Cassius,BRA,14,1,1.6,7.5,ALT Walter,GER
M3mSB,Semi,DURAN Cassius,BRA,14,1,1.6,8,JOHNSON Bente,NOR
M3mSB,Semi,DURAN Cassius,BRA,14,1,1.6,8,BOUSSARD Michel,FRA
M3mSB,Semi,DURAN Cassius,BRA,14,1,1.6,7.5,McFARLAND Steve,USA
M3mSB,Semi,DURAN Cassius,BRA,14,1,1.6,7.5,CALDERON Felix,PUR
M3mSB,Semi,DURAN Cassius,BRA,14,2,2.1,7.5,GEAR Dennis,NZL
M3mSB,Semi,DURAN Cassius,BRA,14,2,2.1,8,WANG Facheng,CHN
M3mSB,Semi,DURAN Cassius,BRA,14,2,2.1,7.5,ALT Walter,GER
M3mSB,Semi,DURAN Cassius,BRA,14,2,2.1,8.5,JOHNSON Bente,NOR
M3mSB,Semi,DURAN Cassius,BRA,14,2,2.1,8,BOUSSARD Michel,FRA
M3mSB,Semi,DURAN Cassius,BRA,14,2,2.1,8,McFARLAND Steve,USA
M3mSB,Semi,DURAN Cassius,BRA,14,2,2.1,8,CALDERON Felix,PUR
M3mSB,Semi,DURAN Cassius,BRA,14,3,2.1,7.5,GEAR Dennis,NZL
M3mSB,Semi,DURAN Cassius,BRA,14,3,2.1,7.5,WANG Facheng,CHN
M3mSB,Semi,DURAN Cassius,BRA,14,3,2.1,7.5,ALT Walter,GER
M3mSB,Semi,DURAN Cassius,BRA,14,3,2.1,7,JOHNSON Bente,NOR
M3mSB,Semi,DURAN Cassius,BRA,14,3,2.1,7.5,BOUSSARD Michel,FRA
M3mSB,Semi,DURAN Cassius,BRA,14,3,2.1,7.5,McFARLAND Steve,USA
M3mSB,Semi,DURAN Cassius,BRA,14,3,2.1,7.5,CALDERON Felix,PUR
M3mSB,Semi,DURAN Cassius,BRA,14,4,1.8,7.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,DURAN Cassius,BRA,14,4,1.8,7.5,MENA Jesus,MEX
M3mSB,Semi,DURAN Cassius,BRA,14,4,1.8,7,BOYS Beverley,CAN
M3mSB,Semi,DURAN Cassius,BRA,14,4,1.8,7.5,ZAITSEV Oleg,RUS
M3mSB,Semi,DURAN Cassius,BRA,14,4,1.8,7,BOOTHROYD Sydney,GBR
M3mSB,Semi,DURAN Cassius,BRA,14,4,1.8,7,CRUZ Julia,ESP
M3mSB,Semi,DURAN Cassius,BRA,14,4,1.8,7.5,BARNETT Madeleine,AUS
M3mSB,Semi,DURAN Cassius,BRA,14,5,1.9,7.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,DURAN Cassius,BRA,14,5,1.9,8,MENA Jesus,MEX
M3mSB,Semi,DURAN Cassius,BRA,14,5,1.9,7,BOYS Beverley,CAN
M3mSB,Semi,DURAN Cassius,BRA,14,5,1.9,7,ZAITSEV Oleg,RUS
M3mSB,Semi,DURAN Cassius,BRA,14,5,1.9,7.5,BOOTHROYD Sydney,GBR
M3mSB,Semi,DURAN Cassius,BRA,14,5,1.9,7.5,CRUZ Julia,ESP
M3mSB,Semi,DURAN Cassius,BRA,14,5,1.9,7.5,BARNETT Madeleine,AUS
M3mSB,Semi,NEWBERY Robert,AUS,15,1,1.6,7.5,GEAR Dennis,NZL
M3mSB,Semi,NEWBERY Robert,AUS,15,1,1.6,8,WANG Facheng,CHN
M3mSB,Semi,NEWBERY Robert,AUS,15,1,1.6,7.5,ALT Walter,GER
M3mSB,Semi,NEWBERY Robert,AUS,15,1,1.6,7.5,JOHNSON Bente,NOR
M3mSB,Semi,NEWBERY Robert,AUS,15,1,1.6,7.5,BOUSSARD Michel,FRA
M3mSB,Semi,NEWBERY Robert,AUS,15,1,1.6,7.5,McFARLAND Steve,USA
M3mSB,Semi,NEWBERY Robert,AUS,15,1,1.6,7,CALDERON Felix,PUR
M3mSB,Semi,NEWBERY Robert,AUS,15,2,1.8,8.5,GEAR Dennis,NZL
M3mSB,Semi,NEWBERY Robert,AUS,15,2,1.8,8,WANG Facheng,CHN
M3mSB,Semi,NEWBERY Robert,AUS,15,2,1.8,8,ALT Walter,GER
M3mSB,Semi,NEWBERY Robert,AUS,15,2,1.8,8.5,JOHNSON Bente,NOR
M3mSB,Semi,NEWBERY Robert,AUS,15,2,1.8,8,BOUSSARD Michel,FRA
M3mSB,Semi,NEWBERY Robert,AUS,15,2,1.8,8,McFARLAND Steve,USA
M3mSB,Semi,NEWBERY Robert,AUS,15,2,1.8,8,CALDERON Felix,PUR
M3mSB,Semi,NEWBERY Robert,AUS,15,3,1.9,4,GEAR Dennis,NZL
M3mSB,Semi,NEWBERY Robert,AUS,15,3,1.9,2.5,WANG Facheng,CHN
M3mSB,Semi,NEWBERY Robert,AUS,15,3,1.9,3,ALT Walter,GER
M3mSB,Semi,NEWBERY Robert,AUS,15,3,1.9,3.5,JOHNSON Bente,NOR
M3mSB,Semi,NEWBERY Robert,AUS,15,3,1.9,4,BOUSSARD Michel,FRA
M3mSB,Semi,NEWBERY Robert,AUS,15,3,1.9,3.5,McFARLAND Steve,USA
M3mSB,Semi,NEWBERY Robert,AUS,15,3,1.9,4,CALDERON Felix,PUR
M3mSB,Semi,NEWBERY Robert,AUS,15,4,2.1,7.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,NEWBERY Robert,AUS,15,4,2.1,7.5,MENA Jesus,MEX
M3mSB,Semi,NEWBERY Robert,AUS,15,4,2.1,7.5,BOYS Beverley,CAN
M3mSB,Semi,NEWBERY Robert,AUS,15,4,2.1,7,ZAITSEV Oleg,RUS
M3mSB,Semi,NEWBERY Robert,AUS,15,4,2.1,7.5,BOOTHROYD Sydney,GBR
M3mSB,Semi,NEWBERY Robert,AUS,15,4,2.1,7.5,CRUZ Julia,ESP
M3mSB,Semi,NEWBERY Robert,AUS,15,4,2.1,8,BARNETT Madeleine,AUS
M3mSB,Semi,NEWBERY Robert,AUS,15,5,2.1,7.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,NEWBERY Robert,AUS,15,5,2.1,7.5,MENA Jesus,MEX
M3mSB,Semi,NEWBERY Robert,AUS,15,5,2.1,7,BOYS Beverley,CAN
M3mSB,Semi,NEWBERY Robert,AUS,15,5,2.1,7,ZAITSEV Oleg,RUS
M3mSB,Semi,NEWBERY Robert,AUS,15,5,2.1,7,BOOTHROYD Sydney,GBR
M3mSB,Semi,NEWBERY Robert,AUS,15,5,2.1,7,CRUZ Julia,ESP
M3mSB,Semi,NEWBERY Robert,AUS,15,5,2.1,7.5,BARNETT Madeleine,AUS
M3mSB,Semi,MIRANDA Donald,ITA,16,1,1.6,7,GEAR Dennis,NZL
M3mSB,Semi,MIRANDA Donald,ITA,16,1,1.6,7.5,WANG Facheng,CHN
M3mSB,Semi,MIRANDA Donald,ITA,16,1,1.6,6.5,ALT Walter,GER
M3mSB,Semi,MIRANDA Donald,ITA,16,1,1.6,7,JOHNSON Bente,NOR
M3mSB,Semi,MIRANDA Donald,ITA,16,1,1.6,7,BOUSSARD Michel,FRA
M3mSB,Semi,MIRANDA Donald,ITA,16,1,1.6,7,McFARLAND Steve,USA
M3mSB,Semi,MIRANDA Donald,ITA,16,1,1.6,7,CALDERON Felix,PUR
M3mSB,Semi,MIRANDA Donald,ITA,16,2,1.8,7,GEAR Dennis,NZL
M3mSB,Semi,MIRANDA Donald,ITA,16,2,1.8,7.5,WANG Facheng,CHN
M3mSB,Semi,MIRANDA Donald,ITA,16,2,1.8,7,ALT Walter,GER
M3mSB,Semi,MIRANDA Donald,ITA,16,2,1.8,7,JOHNSON Bente,NOR
M3mSB,Semi,MIRANDA Donald,ITA,16,2,1.8,6,BOUSSARD Michel,FRA
M3mSB,Semi,MIRANDA Donald,ITA,16,2,1.8,7,McFARLAND Steve,USA
M3mSB,Semi,MIRANDA Donald,ITA,16,2,1.8,6.5,CALDERON Felix,PUR
M3mSB,Semi,MIRANDA Donald,ITA,16,3,1.9,7.5,GEAR Dennis,NZL
M3mSB,Semi,MIRANDA Donald,ITA,16,3,1.9,7.5,WANG Facheng,CHN
M3mSB,Semi,MIRANDA Donald,ITA,16,3,1.9,7,ALT Walter,GER
M3mSB,Semi,MIRANDA Donald,ITA,16,3,1.9,7.5,JOHNSON Bente,NOR
M3mSB,Semi,MIRANDA Donald,ITA,16,3,1.9,7,BOUSSARD Michel,FRA
M3mSB,Semi,MIRANDA Donald,ITA,16,3,1.9,7,McFARLAND Steve,USA
M3mSB,Semi,MIRANDA Donald,ITA,16,3,1.9,6.5,CALDERON Felix,PUR
M3mSB,Semi,MIRANDA Donald,ITA,16,4,2.1,7,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,MIRANDA Donald,ITA,16,4,2.1,7.5,MENA Jesus,MEX
M3mSB,Semi,MIRANDA Donald,ITA,16,4,2.1,7.5,BOYS Beverley,CAN
M3mSB,Semi,MIRANDA Donald,ITA,16,4,2.1,7,ZAITSEV Oleg,RUS
M3mSB,Semi,MIRANDA Donald,ITA,16,4,2.1,7.5,BOOTHROYD Sydney,GBR
M3mSB,Semi,MIRANDA Donald,ITA,16,4,2.1,7,CRUZ Julia,ESP
M3mSB,Semi,MIRANDA Donald,ITA,16,4,2.1,7.5,BARNETT Madeleine,AUS
M3mSB,Semi,MIRANDA Donald,ITA,16,5,2.1,7.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,MIRANDA Donald,ITA,16,5,2.1,8,MENA Jesus,MEX
M3mSB,Semi,MIRANDA Donald,ITA,16,5,2.1,8,BOYS Beverley,CAN
M3mSB,Semi,MIRANDA Donald,ITA,16,5,2.1,8,ZAITSEV Oleg,RUS
M3mSB,Semi,MIRANDA Donald,ITA,16,5,2.1,7.5,BOOTHROYD Sydney,GBR
M3mSB,Semi,MIRANDA Donald,ITA,16,5,2.1,7.5,CRUZ Julia,ESP
M3mSB,Semi,MIRANDA Donald,ITA,16,5,2.1,8,BARNETT Madeleine,AUS
M3mSB,Semi,ALVAREZ Rafael,ESP,17,1,1.6,7.5,GEAR Dennis,NZL
M3mSB,Semi,ALVAREZ Rafael,ESP,17,1,1.6,7.5,WANG Facheng,CHN
M3mSB,Semi,ALVAREZ Rafael,ESP,17,1,1.6,7.5,ALT Walter,GER
M3mSB,Semi,ALVAREZ Rafael,ESP,17,1,1.6,7.5,JOHNSON Bente,NOR
M3mSB,Semi,ALVAREZ Rafael,ESP,17,1,1.6,7,BOUSSARD Michel,FRA
M3mSB,Semi,ALVAREZ Rafael,ESP,17,1,1.6,7,McFARLAND Steve,USA
M3mSB,Semi,ALVAREZ Rafael,ESP,17,1,1.6,7,CALDERON Felix,PUR
M3mSB,Semi,ALVAREZ Rafael,ESP,17,2,2.1,6.5,GEAR Dennis,NZL
M3mSB,Semi,ALVAREZ Rafael,ESP,17,2,2.1,7.5,WANG Facheng,CHN
M3mSB,Semi,ALVAREZ Rafael,ESP,17,2,2.1,7,ALT Walter,GER
M3mSB,Semi,ALVAREZ Rafael,ESP,17,2,2.1,7,JOHNSON Bente,NOR
M3mSB,Semi,ALVAREZ Rafael,ESP,17,2,2.1,7.5,BOUSSARD Michel,FRA
M3mSB,Semi,ALVAREZ Rafael,ESP,17,2,2.1,7,McFARLAND Steve,USA
M3mSB,Semi,ALVAREZ Rafael,ESP,17,2,2.1,7,CALDERON Felix,PUR
M3mSB,Semi,ALVAREZ Rafael,ESP,17,3,2,7.5,GEAR Dennis,NZL
M3mSB,Semi,ALVAREZ Rafael,ESP,17,3,2,7.5,WANG Facheng,CHN
M3mSB,Semi,ALVAREZ Rafael,ESP,17,3,2,7.5,ALT Walter,GER
M3mSB,Semi,ALVAREZ Rafael,ESP,17,3,2,6,JOHNSON Bente,NOR
M3mSB,Semi,ALVAREZ Rafael,ESP,17,3,2,6.5,BOUSSARD Michel,FRA
M3mSB,Semi,ALVAREZ Rafael,ESP,17,3,2,7.5,McFARLAND Steve,USA
M3mSB,Semi,ALVAREZ Rafael,ESP,17,3,2,7,CALDERON Felix,PUR
M3mSB,Semi,ALVAREZ Rafael,ESP,17,4,1.9,7,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,ALVAREZ Rafael,ESP,17,4,1.9,6.5,MENA Jesus,MEX
M3mSB,Semi,ALVAREZ Rafael,ESP,17,4,1.9,6,BOYS Beverley,CAN
M3mSB,Semi,ALVAREZ Rafael,ESP,17,4,1.9,7,ZAITSEV Oleg,RUS
M3mSB,Semi,ALVAREZ Rafael,ESP,17,4,1.9,7.5,BOOTHROYD Sydney,GBR
M3mSB,Semi,ALVAREZ Rafael,ESP,17,4,1.9,6.5,CRUZ Julia,ESP
M3mSB,Semi,ALVAREZ Rafael,ESP,17,4,1.9,5,BARNETT Madeleine,AUS
M3mSB,Semi,ALVAREZ Rafael,ESP,17,5,1.9,7,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,ALVAREZ Rafael,ESP,17,5,1.9,7.5,MENA Jesus,MEX
M3mSB,Semi,ALVAREZ Rafael,ESP,17,5,1.9,7,BOYS Beverley,CAN
M3mSB,Semi,ALVAREZ Rafael,ESP,17,5,1.9,7,ZAITSEV Oleg,RUS
M3mSB,Semi,ALVAREZ Rafael,ESP,17,5,1.9,7,BOOTHROYD Sydney,GBR
M3mSB,Semi,ALVAREZ Rafael,ESP,17,5,1.9,7,CRUZ Julia,ESP
M3mSB,Semi,ALVAREZ Rafael,ESP,17,5,1.9,7.5,BARNETT Madeleine,AUS
M3mSB,Semi,SALAZAR Yoendris,CUB,18,1,1.6,7,GEAR Dennis,NZL
M3mSB,Semi,SALAZAR Yoendris,CUB,18,1,1.6,8,WANG Facheng,CHN
M3mSB,Semi,SALAZAR Yoendris,CUB,18,1,1.6,7,ALT Walter,GER
M3mSB,Semi,SALAZAR Yoendris,CUB,18,1,1.6,7,JOHNSON Bente,NOR
M3mSB,Semi,SALAZAR Yoendris,CUB,18,1,1.6,6.5,BOUSSARD Michel,FRA
M3mSB,Semi,SALAZAR Yoendris,CUB,18,1,1.6,7,McFARLAND Steve,USA
M3mSB,Semi,SALAZAR Yoendris,CUB,18,1,1.6,7,CALDERON Felix,PUR
M3mSB,Semi,SALAZAR Yoendris,CUB,18,2,1.8,7,GEAR Dennis,NZL
M3mSB,Semi,SALAZAR Yoendris,CUB,18,2,1.8,7,WANG Facheng,CHN
M3mSB,Semi,SALAZAR Yoendris,CUB,18,2,1.8,7,ALT Walter,GER
M3mSB,Semi,SALAZAR Yoendris,CUB,18,2,1.8,6.5,JOHNSON Bente,NOR
M3mSB,Semi,SALAZAR Yoendris,CUB,18,2,1.8,6,BOUSSARD Michel,FRA
M3mSB,Semi,SALAZAR Yoendris,CUB,18,2,1.8,6.5,McFARLAND Steve,USA
M3mSB,Semi,SALAZAR Yoendris,CUB,18,2,1.8,7,CALDERON Felix,PUR
M3mSB,Semi,SALAZAR Yoendris,CUB,18,3,1.9,6.5,GEAR Dennis,NZL
M3mSB,Semi,SALAZAR Yoendris,CUB,18,3,1.9,7,WANG Facheng,CHN
M3mSB,Semi,SALAZAR Yoendris,CUB,18,3,1.9,5.5,ALT Walter,GER
M3mSB,Semi,SALAZAR Yoendris,CUB,18,3,1.9,6,JOHNSON Bente,NOR
M3mSB,Semi,SALAZAR Yoendris,CUB,18,3,1.9,6,BOUSSARD Michel,FRA
M3mSB,Semi,SALAZAR Yoendris,CUB,18,3,1.9,7,McFARLAND Steve,USA
M3mSB,Semi,SALAZAR Yoendris,CUB,18,3,1.9,6.5,CALDERON Felix,PUR
M3mSB,Semi,SALAZAR Yoendris,CUB,18,4,2.1,7.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,SALAZAR Yoendris,CUB,18,4,2.1,7,MENA Jesus,MEX
M3mSB,Semi,SALAZAR Yoendris,CUB,18,4,2.1,7.5,BOYS Beverley,CAN
M3mSB,Semi,SALAZAR Yoendris,CUB,18,4,2.1,7,ZAITSEV Oleg,RUS
M3mSB,Semi,SALAZAR Yoendris,CUB,18,4,2.1,6.5,BOOTHROYD Sydney,GBR
M3mSB,Semi,SALAZAR Yoendris,CUB,18,4,2.1,7.5,CRUZ Julia,ESP
M3mSB,Semi,SALAZAR Yoendris,CUB,18,4,2.1,7.5,BARNETT Madeleine,AUS
M3mSB,Semi,SALAZAR Yoendris,CUB,18,5,2.1,7.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,Semi,SALAZAR Yoendris,CUB,18,5,2.1,7.5,MENA Jesus,MEX
M3mSB,Semi,SALAZAR Yoendris,CUB,18,5,2.1,6.5,BOYS Beverley,CAN
M3mSB,Semi,SALAZAR Yoendris,CUB,18,5,2.1,7,ZAITSEV Oleg,RUS
M3mSB,Semi,SALAZAR Yoendris,CUB,18,5,2.1,7,BOOTHROYD Sydney,GBR
M3mSB,Semi,SALAZAR Yoendris,CUB,18,5,2.1,7,CRUZ Julia,ESP
M3mSB,Semi,SALAZAR Yoendris,CUB,18,5,2.1,7,BARNETT Madeleine,AUS
M10mPF,Final,TIAN Liang,CHN,1,1,3.2,10,LINDBERG Mathz,SWE
M10mPF,Final,TIAN Liang,CHN,1,1,3.2,10,MENA Jesus,MEX
M10mPF,Final,TIAN Liang,CHN,1,1,3.2,9.5,CRUZ Julia,ESP
M10mPF,Final,TIAN Liang,CHN,1,1,3.2,9.5,BOOTHROYD Sydney,GBR
M10mPF,Final,TIAN Liang,CHN,1,1,3.2,9.5,CALDERON Felix,PUR
M10mPF,Final,TIAN Liang,CHN,1,1,3.2,9.5,BOUSSARD Michel,FRA
M10mPF,Final,TIAN Liang,CHN,1,1,3.2,10,HOOD Robin,NZL
M10mPF,Final,TIAN Liang,CHN,1,2,3,9,LINDBERG Mathz,SWE
M10mPF,Final,TIAN Liang,CHN,1,2,3,8.5,MENA Jesus,MEX
M10mPF,Final,TIAN Liang,CHN,1,2,3,8,CRUZ Julia,ESP
M10mPF,Final,TIAN Liang,CHN,1,2,3,8.5,BOOTHROYD Sydney,GBR
M10mPF,Final,TIAN Liang,CHN,1,2,3,8,CALDERON Felix,PUR
M10mPF,Final,TIAN Liang,CHN,1,2,3,8,BOUSSARD Michel,FRA
M10mPF,Final,TIAN Liang,CHN,1,2,3,9,HOOD Robin,NZL
M10mPF,Final,TIAN Liang,CHN,1,3,3.5,8,LINDBERG Mathz,SWE
M10mPF,Final,TIAN Liang,CHN,1,3,3.5,7.5,MENA Jesus,MEX
M10mPF,Final,TIAN Liang,CHN,1,3,3.5,8,CRUZ Julia,ESP
M10mPF,Final,TIAN Liang,CHN,1,3,3.5,7.5,BOOTHROYD Sydney,GBR
M10mPF,Final,TIAN Liang,CHN,1,3,3.5,6.5,CALDERON Felix,PUR
M10mPF,Final,TIAN Liang,CHN,1,3,3.5,7.5,BOUSSARD Michel,FRA
M10mPF,Final,TIAN Liang,CHN,1,3,3.5,7.5,HOOD Robin,NZL
M10mPF,Final,TIAN Liang,CHN,1,4,3.6,9.5,LINDBERG Mathz,SWE
M10mPF,Final,TIAN Liang,CHN,1,4,3.6,9.5,MENA Jesus,MEX
M10mPF,Final,TIAN Liang,CHN,1,4,3.6,9,CRUZ Julia,ESP
M10mPF,Final,TIAN Liang,CHN,1,4,3.6,9.5,BOOTHROYD Sydney,GBR
M10mPF,Final,TIAN Liang,CHN,1,4,3.6,9,CALDERON Felix,PUR
M10mPF,Final,TIAN Liang,CHN,1,4,3.6,9.5,BOUSSARD Michel,FRA
M10mPF,Final,TIAN Liang,CHN,1,4,3.6,10,HOOD Robin,NZL
M10mPF,Final,TIAN Liang,CHN,1,5,3.2,10,LINDBERG Mathz,SWE
M10mPF,Final,TIAN Liang,CHN,1,5,3.2,9,MENA Jesus,MEX
M10mPF,Final,TIAN Liang,CHN,1,5,3.2,9,CRUZ Julia,ESP
M10mPF,Final,TIAN Liang,CHN,1,5,3.2,9,BOOTHROYD Sydney,GBR
M10mPF,Final,TIAN Liang,CHN,1,5,3.2,9,CALDERON Felix,PUR
M10mPF,Final,TIAN Liang,CHN,1,5,3.2,9,BOUSSARD Michel,FRA
M10mPF,Final,TIAN Liang,CHN,1,5,3.2,9.5,HOOD Robin,NZL
M10mPF,Final,TIAN Liang,CHN,1,6,3.4,8.5,LINDBERG Mathz,SWE
M10mPF,Final,TIAN Liang,CHN,1,6,3.4,8,MENA Jesus,MEX
M10mPF,Final,TIAN Liang,CHN,1,6,3.4,8.5,CRUZ Julia,ESP
M10mPF,Final,TIAN Liang,CHN,1,6,3.4,8.5,BOOTHROYD Sydney,GBR
M10mPF,Final,TIAN Liang,CHN,1,6,3.4,8,CALDERON Felix,PUR
M10mPF,Final,TIAN Liang,CHN,1,6,3.4,8.5,BOUSSARD Michel,FRA
