Event,Round,Diver,Country,Rank,DiveNo,Difficulty,JScore,Judge,JCountry
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,2,1.9,7.5,HOOD Robin,NZL
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,2,1.9,6.5,BURK Hans-Peter,GER
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,2,1.9,7,LINDBERG Mathz,SWE
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,2,1.9,7.5,McFARLAND Steve,USA
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,2,1.9,7.5,MENA Jesus,MEX
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,2,1.9,6.5,STEWART Anthea,ZIM
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,2,1.9,7.5,CRUZ Julia,ESP
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,3,2,9,CALDERON Felix,PUR
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,3,2,9,BOYS Beverley,CAN
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,3,2,9.5,ZAITSEV Oleg,RUS
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,3,2,9,BOOTHROYD Sydney,GBR
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,3,2,8.5,BOUSSARD Michel,FRA
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,3,2,8.5,WANG Facheng,CHN
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,3,2,9,BARNETT Madeleine,AUS
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,4,2,9,CALDERON Felix,PUR
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,4,2,9.5,BOYS Beverley,CAN
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,4,2,9.5,ZAITSEV Oleg,RUS
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,4,2,9,BOOTHROYD Sydney,GBR
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,4,2,9.5,BOUSSARD Michel,FRA
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,4,2,9,WANG Facheng,CHN
M10mPF,Semi,SAOUTINE Dmitri,RUS,3,4,2,9,BARNETT Madeleine,AUS
M10mPF,Semi,HELM Mathew,AUS,4,1,1.6,8.5,HOOD Robin,NZL
M10mPF,Semi,HELM Mathew,AUS,4,1,1.6,8.5,BURK Hans-Peter,GER
M10mPF,Semi,HELM Mathew,AUS,4,1,1.6,9,LINDBERG Mathz,SWE
M10mPF,Semi,HELM Mathew,AUS,4,1,1.6,8.5,McFARLAND Steve,USA
M10mPF,Semi,HELM Mathew,AUS,4,1,1.6,9.5,MENA Jesus,MEX
M10mPF,Semi,HELM Mathew,AUS,4,1,1.6,9,STEWART Anthea,ZIM
M10mPF,Semi,HELM Mathew,AUS,4,1,1.6,9.5,CRUZ Julia,ESP
M10mPF,Semi,HELM Mathew,AUS,4,2,2,8,HOOD Robin,NZL
M10mPF,Semi,HELM Mathew,AUS,4,2,2,9,BURK Hans-Peter,GER
M10mPF,Semi,HELM Mathew,AUS,4,2,2,9,LINDBERG Mathz,SWE
M10mPF,Semi,HELM Mathew,AUS,4,2,2,8,McFARLAND Steve,USA
M10mPF,Semi,HELM Mathew,AUS,4,2,2,8,MENA Jesus,MEX
M10mPF,Semi,HELM Mathew,AUS,4,2,2,8,STEWART Anthea,ZIM
M10mPF,Semi,HELM Mathew,AUS,4,2,2,7.5,CRUZ Julia,ESP
M10mPF,Semi,HELM Mathew,AUS,4,3,1.9,8.5,CALDERON Felix,PUR
M10mPF,Semi,HELM Mathew,AUS,4,3,1.9,9.5,BOYS Beverley,CAN
M10mPF,Semi,HELM Mathew,AUS,4,3,1.9,9,ZAITSEV Oleg,RUS
M10mPF,Semi,HELM Mathew,AUS,4,3,1.9,9,BOOTHROYD Sydney,GBR
M10mPF,Semi,HELM Mathew,AUS,4,3,1.9,9.5,BOUSSARD Michel,FRA
M10mPF,Semi,HELM Mathew,AUS,4,3,1.9,9,WANG Facheng,CHN
M10mPF,Semi,HELM Mathew,AUS,4,3,1.9,8.5,BARNETT Madeleine,AUS
M10mPF,Semi,HELM Mathew,AUS,4,4,2.1,9,CALDERON Felix,PUR
M10mPF,Semi,HELM Mathew,AUS,4,4,2.1,9,BOYS Beverley,CAN
M10mPF,Semi,HELM Mathew,AUS,4,4,2.1,9,ZAITSEV Oleg,RUS
M10mPF,Semi,HELM Mathew,AUS,4,4,2.1,8.5,BOOTHROYD Sydney,GBR
M10mPF,Semi,HELM Mathew,AUS,4,4,2.1,8.5,BOUSSARD Michel,FRA
M10mPF,Semi,HELM Mathew,AUS,4,4,2.1,8.5,WANG Facheng,CHN
M10mPF,Semi,HELM Mathew,AUS,4,4,2.1,8.5,BARNETT Madeleine,AUS
M10mPF,Semi,TERAUCHI Ken,JPN,5,1,1.6,9,HOOD Robin,NZL
M10mPF,Semi,TERAUCHI Ken,JPN,5,1,1.6,9,BURK Hans-Peter,GER
M10mPF,Semi,TERAUCHI Ken,JPN,5,1,1.6,9,LINDBERG Mathz,SWE
M10mPF,Semi,TERAUCHI Ken,JPN,5,1,1.6,8.5,McFARLAND Steve,USA
M10mPF,Semi,TERAUCHI Ken,JPN,5,1,1.6,9,MENA Jesus,MEX
M10mPF,Semi,TERAUCHI Ken,JPN,5,1,1.6,9,STEWART Anthea,ZIM
M10mPF,Semi,TERAUCHI Ken,JPN,5,1,1.6,9,CRUZ Julia,ESP
M10mPF,Semi,TERAUCHI Ken,JPN,5,2,2,9,HOOD Robin,NZL
M10mPF,Semi,TERAUCHI Ken,JPN,5,2,2,8,BURK Hans-Peter,GER
M10mPF,Semi,TERAUCHI Ken,JPN,5,2,2,8.5,LINDBERG Mathz,SWE
M10mPF,Semi,TERAUCHI Ken,JPN,5,2,2,9,McFARLAND Steve,USA
M10mPF,Semi,TERAUCHI Ken,JPN,5,2,2,8.5,MENA Jesus,MEX
M10mPF,Semi,TERAUCHI Ken,JPN,5,2,2,9,STEWART Anthea,ZIM
M10mPF,Semi,TERAUCHI Ken,JPN,5,2,2,9,CRUZ Julia,ESP
M10mPF,Semi,TERAUCHI Ken,JPN,5,3,1.9,8,CALDERON Felix,PUR
M10mPF,Semi,TERAUCHI Ken,JPN,5,3,1.9,8,BOYS Beverley,CAN
M10mPF,Semi,TERAUCHI Ken,JPN,5,3,1.9,7.5,ZAITSEV Oleg,RUS
M10mPF,Semi,TERAUCHI Ken,JPN,5,3,1.9,7.5,BOOTHROYD Sydney,GBR
M10mPF,Semi,TERAUCHI Ken,JPN,5,3,1.9,8,BOUSSARD Michel,FRA
M10mPF,Semi,TERAUCHI Ken,JPN,5,3,1.9,8,WANG Facheng,CHN
M10mPF,Semi,TERAUCHI Ken,JPN,5,3,1.9,7.5,BARNETT Madeleine,AUS
M10mPF,Semi,TERAUCHI Ken,JPN,5,4,2.1,8,CALDERON Felix,PUR
M10mPF,Semi,TERAUCHI Ken,JPN,5,4,2.1,8,BOYS Beverley,CAN
M10mPF,Semi,TERAUCHI Ken,JPN,5,4,2.1,8,ZAITSEV Oleg,RUS
M10mPF,Semi,TERAUCHI Ken,JPN,5,4,2.1,8,BOOTHROYD Sydney,GBR
M10mPF,Semi,TERAUCHI Ken,JPN,5,4,2.1,8,BOUSSARD Michel,FRA
M10mPF,Semi,TERAUCHI Ken,JPN,5,4,2.1,8.5,WANG Facheng,CHN
M10mPF,Semi,TERAUCHI Ken,JPN,5,4,2.1,8.5,BARNETT Madeleine,AUS
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,1,1.9,8,HOOD Robin,NZL
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,1,1.9,7,BURK Hans-Peter,GER
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,1,1.9,8,LINDBERG Mathz,SWE
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,1,1.9,7.5,McFARLAND Steve,USA
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,1,1.9,8,MENA Jesus,MEX
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,1,1.9,8.5,STEWART Anthea,ZIM
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,1,1.9,8.5,CRUZ Julia,ESP
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,2,1.8,8.5,HOOD Robin,NZL
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,2,1.8,8,BURK Hans-Peter,GER
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,2,1.8,7.5,LINDBERG Mathz,SWE
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,2,1.8,8,McFARLAND Steve,USA
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,2,1.8,7.5,MENA Jesus,MEX
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,2,1.8,8.5,STEWART Anthea,ZIM
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,2,1.8,7.5,CRUZ Julia,ESP
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,3,1.9,7.5,CALDERON Felix,PUR
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,3,1.9,7.5,BOYS Beverley,CAN
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,3,1.9,7.5,ZAITSEV Oleg,RUS
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,3,1.9,8,BOOTHROYD Sydney,GBR
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,3,1.9,8,BOUSSARD Michel,FRA
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,3,1.9,8,WANG Facheng,CHN
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,3,1.9,8,BARNETT Madeleine,AUS
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,4,2,8.5,CALDERON Felix,PUR
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,4,2,8.5,BOYS Beverley,CAN
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,4,2,8,ZAITSEV Oleg,RUS
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,4,2,9.5,BOOTHROYD Sydney,GBR
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,4,2,8.5,BOUSSARD Michel,FRA
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,4,2,9.5,WANG Facheng,CHN
M10mPF,Semi,CHOE Hyong-Gil,PRK,6,4,2,9,BARNETT Madeleine,AUS
M10mPF,Semi,PICHLER David,USA,7,1,2,9,HOOD Robin,NZL
M10mPF,Semi,PICHLER David,USA,7,1,2,8,BURK Hans-Peter,GER
M10mPF,Semi,PICHLER David,USA,7,1,2,8,LINDBERG Mathz,SWE
M10mPF,Semi,PICHLER David,USA,7,1,2,8,McFARLAND Steve,USA
M10mPF,Semi,PICHLER David,USA,7,1,2,8,MENA Jesus,MEX
M10mPF,Semi,PICHLER David,USA,7,1,2,8.5,STEWART Anthea,ZIM
M10mPF,Semi,PICHLER David,USA,7,1,2,8.5,CRUZ Julia,ESP
M10mPF,Semi,PICHLER David,USA,7,2,1.9,8,HOOD Robin,NZL
M10mPF,Semi,PICHLER David,USA,7,2,1.9,8,BURK Hans-Peter,GER
M10mPF,Semi,PICHLER David,USA,7,2,1.9,8,LINDBERG Mathz,SWE
M10mPF,Semi,PICHLER David,USA,7,2,1.9,8,McFARLAND Steve,USA
M10mPF,Semi,PICHLER David,USA,7,2,1.9,7,MENA Jesus,MEX
M10mPF,Semi,PICHLER David,USA,7,2,1.9,8,STEWART Anthea,ZIM
M10mPF,Semi,PICHLER David,USA,7,2,1.9,8,CRUZ Julia,ESP
M10mPF,Semi,PICHLER David,USA,7,3,1.6,8.5,CALDERON Felix,PUR
M10mPF,Semi,PICHLER David,USA,7,3,1.6,8.5,BOYS Beverley,CAN
M10mPF,Semi,PICHLER David,USA,7,3,1.6,8.5,ZAITSEV Oleg,RUS
M10mPF,Semi,PICHLER David,USA,7,3,1.6,8.5,BOOTHROYD Sydney,GBR
M10mPF,Semi,PICHLER David,USA,7,3,1.6,8.5,BOUSSARD Michel,FRA
M10mPF,Semi,PICHLER David,USA,7,3,1.6,8.5,WANG Facheng,CHN
M10mPF,Semi,PICHLER David,USA,7,3,1.6,8,BARNETT Madeleine,AUS
M10mPF,Semi,PICHLER David,USA,7,4,2.1,8.5,CALDERON Felix,PUR
M10mPF,Semi,PICHLER David,USA,7,4,2.1,8.5,BOYS Beverley,CAN
M10mPF,Semi,PICHLER David,USA,7,4,2.1,8.5,ZAITSEV Oleg,RUS
M10mPF,Semi,PICHLER David,USA,7,4,2.1,8,BOOTHROYD Sydney,GBR
M10mPF,Semi,PICHLER David,USA,7,4,2.1,8,BOUSSARD Michel,FRA
M10mPF,Semi,PICHLER David,USA,7,4,2.1,8.5,WANG Facheng,CHN
M10mPF,Semi,PICHLER David,USA,7,4,2.1,8,BARNETT Madeleine,AUS
M10mPF,Semi,DESPATIE Alexandre,CAN,8,1,1.6,8.5,HOOD Robin,NZL
M10mPF,Semi,DESPATIE Alexandre,CAN,8,1,1.6,8.5,BURK Hans-Peter,GER
M10mPF,Semi,DESPATIE Alexandre,CAN,8,1,1.6,8.5,LINDBERG Mathz,SWE
M10mPF,Semi,DESPATIE Alexandre,CAN,8,1,1.6,8,McFARLAND Steve,USA
M10mPF,Semi,DESPATIE Alexandre,CAN,8,1,1.6,8.5,MENA Jesus,MEX
M10mPF,Semi,DESPATIE Alexandre,CAN,8,1,1.6,9,STEWART Anthea,ZIM
M10mPF,Semi,DESPATIE Alexandre,CAN,8,1,1.6,8,CRUZ Julia,ESP
M10mPF,Semi,DESPATIE Alexandre,CAN,8,2,2,8.5,HOOD Robin,NZL
M10mPF,Semi,DESPATIE Alexandre,CAN,8,2,2,8,BURK Hans-Peter,GER
M10mPF,Semi,DESPATIE Alexandre,CAN,8,2,2,8,LINDBERG Mathz,SWE
M10mPF,Semi,DESPATIE Alexandre,CAN,8,2,2,8.5,McFARLAND Steve,USA
M10mPF,Semi,DESPATIE Alexandre,CAN,8,2,2,8,MENA Jesus,MEX
M10mPF,Semi,DESPATIE Alexandre,CAN,8,2,2,7.5,STEWART Anthea,ZIM
M10mPF,Semi,DESPATIE Alexandre,CAN,8,2,2,8.5,CRUZ Julia,ESP
M10mPF,Semi,DESPATIE Alexandre,CAN,8,3,1.9,9,CALDERON Felix,PUR
M10mPF,Semi,DESPATIE Alexandre,CAN,8,3,1.9,9.5,BOYS Beverley,CAN
M10mPF,Semi,DESPATIE Alexandre,CAN,8,3,1.9,8.5,ZAITSEV Oleg,RUS
M10mPF,Semi,DESPATIE Alexandre,CAN,8,3,1.9,8.5,BOOTHROYD Sydney,GBR
M10mPF,Semi,DESPATIE Alexandre,CAN,8,3,1.9,9,BOUSSARD Michel,FRA
M10mPF,Semi,DESPATIE Alexandre,CAN,8,3,1.9,9,WANG Facheng,CHN
M10mPF,Semi,DESPATIE Alexandre,CAN,8,3,1.9,8,BARNETT Madeleine,AUS
M10mPF,Semi,DESPATIE Alexandre,CAN,8,4,2,8,CALDERON Felix,PUR
M10mPF,Semi,DESPATIE Alexandre,CAN,8,4,2,8,BOYS Beverley,CAN
M10mPF,Semi,DESPATIE Alexandre,CAN,8,4,2,8,ZAITSEV Oleg,RUS
M10mPF,Semi,DESPATIE Alexandre,CAN,8,4,2,7,BOOTHROYD Sydney,GBR
M10mPF,Semi,DESPATIE Alexandre,CAN,8,4,2,8,BOUSSARD Michel,FRA
M10mPF,Semi,DESPATIE Alexandre,CAN,8,4,2,8.5,WANG Facheng,CHN
M10mPF,Semi,DESPATIE Alexandre,CAN,8,4,2,8.5,BARNETT Madeleine,AUS
M10mPF,Semi,NEWBERY Robert,AUS,9,1,1.6,8,HOOD Robin,NZL
M10mPF,Semi,NEWBERY Robert,AUS,9,1,1.6,8,BURK Hans-Peter,GER
M10mPF,Semi,NEWBERY Robert,AUS,9,1,1.6,8,LINDBERG Mathz,SWE
M10mPF,Semi,NEWBERY Robert,AUS,9,1,1.6,8,McFARLAND Steve,USA
M10mPF,Semi,NEWBERY Robert,AUS,9,1,1.6,8,MENA Jesus,MEX
M10mPF,Semi,NEWBERY Robert,AUS,9,1,1.6,9,STEWART Anthea,ZIM
M10mPF,Semi,NEWBERY Robert,AUS,9,1,1.6,8.5,CRUZ Julia,ESP
M10mPF,Semi,NEWBERY Robert,AUS,9,2,2,8.5,HOOD Robin,NZL
M10mPF,Semi,NEWBERY Robert,AUS,9,2,2,8,BURK Hans-Peter,GER
M10mPF,Semi,NEWBERY Robert,AUS,9,2,2,8,LINDBERG Mathz,SWE
M10mPF,Semi,NEWBERY Robert,AUS,9,2,2,8,McFARLAND Steve,USA
M10mPF,Semi,NEWBERY Robert,AUS,9,2,2,8,MENA Jesus,MEX
M10mPF,Semi,NEWBERY Robert,AUS,9,2,2,8,STEWART Anthea,ZIM
M10mPF,Semi,NEWBERY Robert,AUS,9,2,2,8,CRUZ Julia,ESP
M10mPF,Semi,NEWBERY Robert,AUS,9,3,1.9,8,CALDERON Felix,PUR
M10mPF,Semi,NEWBERY Robert,AUS,9,3,1.9,7.5,BOYS Beverley,CAN
M10mPF,Semi,NEWBERY Robert,AUS,9,3,1.9,8,ZAITSEV Oleg,RUS
M10mPF,Semi,NEWBERY Robert,AUS,9,3,1.9,8.5,BOOTHROYD Sydney,GBR
M10mPF,Semi,NEWBERY Robert,AUS,9,3,1.9,8,BOUSSARD Michel,FRA
M10mPF,Semi,NEWBERY Robert,AUS,9,3,1.9,7.5,WANG Facheng,CHN
M10mPF,Semi,NEWBERY Robert,AUS,9,3,1.9,8.5,BARNETT Madeleine,AUS
M10mPF,Semi,NEWBERY Robert,AUS,9,4,2,8.5,CALDERON Felix,PUR
M10mPF,Semi,NEWBERY Robert,AUS,9,4,2,9,BOYS Beverley,CAN
M10mPF,Semi,NEWBERY Robert,AUS,9,4,2,9,ZAITSEV Oleg,RUS
M10mPF,Semi,NEWBERY Robert,AUS,9,4,2,9,BOOTHROYD Sydney,GBR
M10mPF,Semi,NEWBERY Robert,AUS,9,4,2,9,BOUSSARD Michel,FRA
M10mPF,Semi,NEWBERY Robert,AUS,9,4,2,8.5,WANG Facheng,CHN
M10mPF,Semi,NEWBERY Robert,AUS,9,4,2,8.5,BARNETT Madeleine,AUS
M10mPF,Semi,RUIZ Mark,USA,10,1,1.6,8.5,HOOD Robin,NZL
M10mPF,Semi,RUIZ Mark,USA,10,1,1.6,8,BURK Hans-Peter,GER
M10mPF,Semi,RUIZ Mark,USA,10,1,1.6,8,LINDBERG Mathz,SWE
M10mPF,Semi,RUIZ Mark,USA,10,1,1.6,8,McFARLAND Steve,USA
M10mPF,Semi,RUIZ Mark,USA,10,1,1.6,8.5,MENA Jesus,MEX
M10mPF,Semi,RUIZ Mark,USA,10,1,1.6,8.5,STEWART Anthea,ZIM
M10mPF,Semi,RUIZ Mark,USA,10,1,1.6,8.5,CRUZ Julia,ESP
M10mPF,Semi,RUIZ Mark,USA,10,2,2,8,HOOD Robin,NZL
M10mPF,Semi,RUIZ Mark,USA,10,2,2,8,BURK Hans-Peter,GER
M10mPF,Semi,RUIZ Mark,USA,10,2,2,8,LINDBERG Mathz,SWE
M10mPF,Semi,RUIZ Mark,USA,10,2,2,8,McFARLAND Steve,USA
M10mPF,Semi,RUIZ Mark,USA,10,2,2,8,MENA Jesus,MEX
M10mPF,Semi,RUIZ Mark,USA,10,2,2,8,STEWART Anthea,ZIM
M10mPF,Semi,RUIZ Mark,USA,10,2,2,8,CRUZ Julia,ESP
M10mPF,Semi,RUIZ Mark,USA,10,3,1.9,7,CALDERON Felix,PUR
M10mPF,Semi,RUIZ Mark,USA,10,3,1.9,7,BOYS Beverley,CAN
M10mPF,Semi,RUIZ Mark,USA,10,3,1.9,8,ZAITSEV Oleg,RUS
M10mPF,Semi,RUIZ Mark,USA,10,3,1.9,7.5,BOOTHROYD Sydney,GBR
M10mPF,Semi,RUIZ Mark,USA,10,3,1.9,8,BOUSSARD Michel,FRA
M10mPF,Semi,RUIZ Mark,USA,10,3,1.9,8,WANG Facheng,CHN
M10mPF,Semi,RUIZ Mark,USA,10,3,1.9,7,BARNETT Madeleine,AUS
M10mPF,Semi,RUIZ Mark,USA,10,4,2.1,7.5,CALDERON Felix,PUR
M10mPF,Semi,RUIZ Mark,USA,10,4,2.1,8,BOYS Beverley,CAN
M10mPF,Semi,RUIZ Mark,USA,10,4,2.1,8.5,ZAITSEV Oleg,RUS
M10mPF,Semi,RUIZ Mark,USA,10,4,2.1,8,BOOTHROYD Sydney,GBR
M10mPF,Semi,RUIZ Mark,USA,10,4,2.1,8,BOUSSARD Michel,FRA
M10mPF,Semi,RUIZ Mark,USA,10,4,2.1,8,WANG Facheng,CHN
M10mPF,Semi,RUIZ Mark,USA,10,4,2.1,8,BARNETT Madeleine,AUS
M10mPF,Semi,LOUKACHINE Igor,RUS,11,1,2,8.5,HOOD Robin,NZL
M10mPF,Semi,LOUKACHINE Igor,RUS,11,1,2,9,BURK Hans-Peter,GER
M10mPF,Semi,LOUKACHINE Igor,RUS,11,1,2,8,LINDBERG Mathz,SWE
M10mPF,Semi,LOUKACHINE Igor,RUS,11,1,2,8.5,McFARLAND Steve,USA
M10mPF,Semi,LOUKACHINE Igor,RUS,11,1,2,8,MENA Jesus,MEX
M10mPF,Semi,LOUKACHINE Igor,RUS,11,1,2,9.5,STEWART Anthea,ZIM
M10mPF,Semi,LOUKACHINE Igor,RUS,11,1,2,8,CRUZ Julia,ESP
M10mPF,Semi,LOUKACHINE Igor,RUS,11,2,1.9,7.5,HOOD Robin,NZL
M10mPF,Semi,LOUKACHINE Igor,RUS,11,2,1.9,7.5,BURK Hans-Peter,GER
M10mPF,Semi,LOUKACHINE Igor,RUS,11,2,1.9,7.5,LINDBERG Mathz,SWE
M10mPF,Semi,LOUKACHINE Igor,RUS,11,2,1.9,7.5,McFARLAND Steve,USA
M10mPF,Semi,LOUKACHINE Igor,RUS,11,2,1.9,8,MENA Jesus,MEX
M10mPF,Semi,LOUKACHINE Igor,RUS,11,2,1.9,8,STEWART Anthea,ZIM
M10mPF,Semi,LOUKACHINE Igor,RUS,11,2,1.9,8,CRUZ Julia,ESP
M10mPF,Semi,LOUKACHINE Igor,RUS,11,3,1.6,7.5,CALDERON Felix,PUR
M10mPF,Semi,LOUKACHINE Igor,RUS,11,3,1.6,7.5,BOYS Beverley,CAN
M10mPF,Semi,LOUKACHINE Igor,RUS,11,3,1.6,8.5,ZAITSEV Oleg,RUS
M10mPF,Semi,LOUKACHINE Igor,RUS,11,3,1.6,8,BOOTHROYD Sydney,GBR
M10mPF,Semi,LOUKACHINE Igor,RUS,11,3,1.6,8,BOUSSARD Michel,FRA
M10mPF,Semi,LOUKACHINE Igor,RUS,11,3,1.6,8.5,WANG Facheng,CHN
M10mPF,Semi,LOUKACHINE Igor,RUS,11,3,1.6,8,BARNETT Madeleine,AUS
M10mPF,Semi,LOUKACHINE Igor,RUS,11,4,2.1,7,CALDERON Felix,PUR
M10mPF,Semi,LOUKACHINE Igor,RUS,11,4,2.1,7.5,BOYS Beverley,CAN
M10mPF,Semi,LOUKACHINE Igor,RUS,11,4,2.1,8,ZAITSEV Oleg,RUS
M10mPF,Semi,LOUKACHINE Igor,RUS,11,4,2.1,7,BOOTHROYD Sydney,GBR
M10mPF,Semi,LOUKACHINE Igor,RUS,11,4,2.1,7.5,BOUSSARD Michel,FRA
M10mPF,Semi,LOUKACHINE Igor,RUS,11,4,2.1,8,WANG Facheng,CHN
M10mPF,Semi,LOUKACHINE Igor,RUS,11,4,2.1,7.5,BARNETT Madeleine,AUS
M10mPF,Semi,MEYER Heiko,GER,12,1,1.6,8,HOOD Robin,NZL
M10mPF,Semi,MEYER Heiko,GER,12,1,1.6,7.5,BURK Hans-Peter,GER
M10mPF,Semi,MEYER Heiko,GER,12,1,1.6,7.5,LINDBERG Mathz,SWE
M10mPF,Semi,MEYER Heiko,GER,12,1,1.6,7.5,McFARLAND Steve,USA
M10mPF,Semi,MEYER Heiko,GER,12,1,1.6,6.5,MENA Jesus,MEX
M10mPF,Semi,MEYER Heiko,GER,12,1,1.6,7.5,STEWART Anthea,ZIM
M10mPF,Semi,MEYER Heiko,GER,12,1,1.6,8,CRUZ Julia,ESP
M10mPF,Semi,MEYER Heiko,GER,12,2,1.9,8,HOOD Robin,NZL
M10mPF,Semi,MEYER Heiko,GER,12,2,1.9,8,BURK Hans-Peter,GER
M10mPF,Semi,MEYER Heiko,GER,12,2,1.9,8,LINDBERG Mathz,SWE
M10mPF,Semi,MEYER Heiko,GER,12,2,1.9,8,McFARLAND Steve,USA
M10mPF,Semi,MEYER Heiko,GER,12,2,1.9,7,MENA Jesus,MEX
M10mPF,Semi,MEYER Heiko,GER,12,2,1.9,7.5,STEWART Anthea,ZIM
M10mPF,Semi,MEYER Heiko,GER,12,2,1.9,7.5,CRUZ Julia,ESP
M10mPF,Semi,MEYER Heiko,GER,12,3,2,8,CALDERON Felix,PUR
M10mPF,Semi,MEYER Heiko,GER,12,3,2,8.5,BOYS Beverley,CAN
M10mPF,Semi,MEYER Heiko,GER,12,3,2,8,ZAITSEV Oleg,RUS
M10mPF,Semi,MEYER Heiko,GER,12,3,2,8,BOOTHROYD Sydney,GBR
M10mPF,Semi,MEYER Heiko,GER,12,3,2,7.5,BOUSSARD Michel,FRA
M10mPF,Semi,MEYER Heiko,GER,12,3,2,8,WANG Facheng,CHN
M10mPF,Semi,MEYER Heiko,GER,12,3,2,8,BARNETT Madeleine,AUS
M10mPF,Semi,MEYER Heiko,GER,12,4,2,8,CALDERON Felix,PUR
M10mPF,Semi,MEYER Heiko,GER,12,4,2,8.5,BOYS Beverley,CAN
M10mPF,Semi,MEYER Heiko,GER,12,4,2,8.5,ZAITSEV Oleg,RUS
M10mPF,Semi,MEYER Heiko,GER,12,4,2,8.5,BOOTHROYD Sydney,GBR
M10mPF,Semi,MEYER Heiko,GER,12,4,2,8.5,BOUSSARD Michel,FRA
M10mPF,Semi,MEYER Heiko,GER,12,4,2,8.5,WANG Facheng,CHN
M10mPF,Semi,MEYER Heiko,GER,12,4,2,8,BARNETT Madeleine,AUS
M10mPF,Semi,TAYLOR Leon,GBR,13,1,1.9,9,HOOD Robin,NZL
M10mPF,Semi,TAYLOR Leon,GBR,13,1,1.9,8,BURK Hans-Peter,GER
M10mPF,Semi,TAYLOR Leon,GBR,13,1,1.9,9,LINDBERG Mathz,SWE
M10mPF,Semi,TAYLOR Leon,GBR,13,1,1.9,8.5,McFARLAND Steve,USA
M10mPF,Semi,TAYLOR Leon,GBR,13,1,1.9,8,MENA Jesus,MEX
M10mPF,Semi,TAYLOR Leon,GBR,13,1,1.9,8.5,STEWART Anthea,ZIM
M10mPF,Semi,TAYLOR Leon,GBR,13,1,1.9,8.5,CRUZ Julia,ESP
M10mPF,Semi,TAYLOR Leon,GBR,13,2,1.8,8,HOOD Robin,NZL
M10mPF,Semi,TAYLOR Leon,GBR,13,2,1.8,8,BURK Hans-Peter,GER
M10mPF,Semi,TAYLOR Leon,GBR,13,2,1.8,8,LINDBERG Mathz,SWE
M10mPF,Semi,TAYLOR Leon,GBR,13,2,1.8,8,McFARLAND Steve,USA
M10mPF,Semi,TAYLOR Leon,GBR,13,2,1.8,7.5,MENA Jesus,MEX
M10mPF,Semi,TAYLOR Leon,GBR,13,2,1.8,7.5,STEWART Anthea,ZIM
M10mPF,Semi,TAYLOR Leon,GBR,13,2,1.8,7.5,CRUZ Julia,ESP
M10mPF,Semi,TAYLOR Leon,GBR,13,3,1.9,8,CALDERON Felix,PUR
M10mPF,Semi,TAYLOR Leon,GBR,13,3,1.9,8,BOYS Beverley,CAN
M10mPF,Semi,TAYLOR Leon,GBR,13,3,1.9,8,ZAITSEV Oleg,RUS
