row_idx,player_szn,szn,PLAYER_ID,PLAYER_NAME,FGA_freq_Spotup_OG,FGA_freq_PRRollMan_OG,FGA_freq_Postup_OG,FGA_freq_Cut_OG,FGA_freq_OffRebound_OG,FGA_freq_PRBallHandler_OG,FGA_freq_Isolation_OG,FGA_freq_OffScreenOrHandoff_OG
3541,Lonzo Ball 2021,2021,1628366,Lonzo Ball,0.6144578313253012,0,0,0,0.03614457831325301,0.2530120481927711,0.02409638554216868,0.07228915662650602
3542,Josh Jackson 2017,2017,1628367,Josh Jackson,0.25555555555555554,0,0.022222222222222223,0.07777777777777777,0.08888888888888889,0.24444444444444446,0.08888888888888889,0.22222222222222224
3543,Josh Jackson 2018,2018,1628367,Josh Jackson,0.38636363636363635,0,0.02272727272727273,0.05681818181818183,0.04545454545454546,0.2954545454545455,0.06818181818181819,0.12500000000000003
3544,Josh Jackson 2019,2019,1628367,Josh Jackson,0.5333333333333333,0,0,0.08888888888888889,0,0.17777777777777778,0.06666666666666667,0.13333333333333333
3545,Josh Jackson 2020,2020,1628367,Josh Jackson,0.4137931034482759,0,0.02298850574712644,0.05747126436781609,0.05747126436781609,0.17241379310344826,0.04597701149425288,0.2298850574712644
3546,Josh Jackson 2021,2021,1628367,Josh Jackson,0.573529411764706,0,0,0.07352941176470588,0.04411764705882353,0.2058823529411765,0,0.10294117647058824
3547,De'Aaron Fox 2017,2017,1628368,De'Aaron Fox,0.21951219512195125,0,0,0.036585365853658534,0.02439024390243903,0.5487804878048781,0.08536585365853658,0.08536585365853659
3548,De'Aaron Fox 2018,2018,1628368,De'Aaron Fox,0.1368421052631579,0,0,0.02105263157894737,0.02105263157894737,0.6000000000000001,0.15789473684210528,0.06315789473684211
3549,De'Aaron Fox 2019,2019,1628368,De'Aaron Fox,0.21008403361344538,0,0,0.025210084033613446,0.016806722689075633,0.5378151260504203,0.13445378151260506,0.075630252100840345
3550,De'Aaron Fox 2020,2020,1628368,De'Aaron Fox,0.21333333333333335,0,0.013333333333333334,0,0.006666666666666667,0.5533333333333333,0.16,0.05333333333333334
3551,De'Aaron Fox 2021,2021,1628368,De'Aaron Fox,0.20134228187919462,0,0.02013422818791946,0.013422818791946308,0,0.5302013422818792,0.14093959731543623,0.09395973154362415
3552,De'Aaron Fox 2022,2022,1628368,De'Aaron Fox,0.21481481481481482,0,0.014814814814814817,0.014814814814814817,0.014814814814814817,0.4814814814814815,0.14814814814814817,0.1111111111111111
3553,Jayson Tatum 2017,2017,1628369,Jayson Tatum,0.36470588235294116,0.03529411764705882,0.04705882352941177,0.03529411764705882,0.023529411764705885,0.1411764705882353,0.1411764705882353,0.21176470588235294
3554,Jayson Tatum 2018,2018,1628369,Jayson Tatum,0.24761904761904763,0.028571428571428567,0.09523809523809523,0.06666666666666667,0.0380952380952381,0.2,0.16190476190476188,0.16190476190476188
3555,Jayson Tatum 2019,2019,1628369,Jayson Tatum,0.169811320754717,0.031446540880503145,0.05660377358490566,0.031446540880503145,0.031446540880503145,0.3018867924528302,0.1949685534591195,0.18238993710691823
3556,Jayson Tatum 2020,2020,1628369,Jayson Tatum,0.1388888888888889,0.022222222222222223,0.1,0.044444444444444446,0.022222222222222223,0.3166666666666667,0.22777777777777777,0.1277777777777778
3557,Jayson Tatum 2021,2021,1628369,Jayson Tatum,0.21468926553672318,0.03389830508474576,0.06779661016949153,0.04519774011299436,0.03389830508474576,0.25423728813559326,0.22033898305084745,0.12994350282485875
3558,Jayson Tatum 2022,2022,1628369,Jayson Tatum,0.1966292134831461,0.06741573033707865,0.05617977528089888,0.06741573033707865,0.033707865168539325,0.25280898876404495,0.20224719101123598,0.12359550561797755
3559,Malik Monk 2018,2018,1628370,Malik Monk,0.4444444444444445,0,0,0.03174603174603175,0,0.2063492063492064,0.09523809523809525,0.22222222222222224
3560,Malik Monk 2019,2019,1628370,Malik Monk,0.40277777777777785,0.027777777777777783,0,0.055555555555555566,0.027777777777777783,0.20833333333333337,0.06944444444444446,0.20833333333333337
3561,Malik Monk 2020,2020,1628370,Malik Monk,0.4189189189189189,0.04054054054054054,0,0.02702702702702703,0,0.2027027027027027,0.12162162162162163,0.1891891891891892
3562,Malik Monk 2021,2021,1628370,Malik Monk,0.3875,0.05,0,0.0625,0.025,0.225,0.075,0.175
3563,Malik Monk 2022,2022,1628370,Malik Monk,0.32894736842105265,0.026315789473684213,0,0.06578947368421054,0.026315789473684213,0.25,0.06578947368421054,0.2368421052631579
3564,Jonathan Isaac 2017,2017,1628371,Jonathan Isaac,0.5789473684210527,0.13157894736842102,0.10526315789473684,0.18421052631578946,0,0,0,0
3565,Jonathan Isaac 2018,2018,1628371,Jonathan Isaac,0.5571428571428572,0.04285714285714286,0.028571428571428574,0.1142857142857143,0.1142857142857143,0.04285714285714286,0.028571428571428574,0.07142857142857144
3566,Jonathan Isaac 2019,2019,1628371,Jonathan Isaac,0.430379746835443,0.05063291139240506,0.06329113924050632,0.11392405063291139,0.17721518987341772,0.05063291139240506,0.03797468354430379,0.07594936708860758
3567,Jonathan Isaac 2022,2022,1628371,Jonathan Isaac,0.45,0,0,0,0.55,0,0,0
3568,Dennis Smith Jr. 2017,2017,1628372,Dennis Smith Jr.,0.15,0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.39999999999999997,0.24999999999999997,0.15
3569,Dennis Smith Jr. 2018,2018,1628372,Dennis Smith Jr.,0.18784530386740333,0,0,0.03314917127071823,0,0.5303867403314917,0.13812154696132597,0.11049723756906077
