fg_made,ydl,posteam,season,week,kicker,kq
0,16,LA,2010,1,Josh.Brown,-0.2579476305959853
1,4,ARI,2010,1,J.Feely,0.08519875913113824
1,28,LA,2010,1,Josh.Brown,-0.3326662340590019
1,7,LA,2010,1,Josh.Brown,-0.3033077716314577
1,34,PIT,2010,1,J.Reed,-0.1005643553290828
0,28,ATL,2010,1,M.Bryant,-0.22593547108346052
0,37,PIT,2010,1,J.Reed,-0.05987249820483024
1,31,ATL,2010,1,M.Bryant,-0.28494908501930605
1,21,ATL,2010,1,M.Bryant,-0.25089948055149097
1,18,PIT,2010,1,J.Reed,-0.09583705652162469
1,16,PIT,2010,1,J.Reed,-0.08080937184032502
1,5,ATL,2010,1,M.Bryant,-0.23094227581126012
0,21,PIT,2010,1,J.Reed,-0.06857524404860797
1,5,NYJ,2010,1,N.Folk,-0.3646197230440075
1,10,NYJ,2010,1,N.Folk,-0.3620178512152674
1,7,BAL,2010,1,B.Cundiff,-0.835688665125432
1,30,NYJ,2010,1,N.Folk,-0.35537713705003443
1,3,CAR,2010,1,J.Kasay,0.5210559190430828
1,34,CAR,2010,1,J.Kasay,0.5181516056124441
1,25,CAR,2010,1,J.Kasay,0.5557498829319889
1,13,NYG,2010,1,L.Tynes,-0.3746519464809212
1,14,NE,2010,1,S.Gostkowski,-0.1679785567302903
0,29,NE,2010,1,S.Gostkowski,-0.15787690606255023
1,35,CIN,2010,1,M.Nugent,-0.6058699784089256
0,37,NE,2010,1,S.Gostkowski,-0.2157845770866259
1,30,TB,2010,1,C.Barth,-0.42220712820241535
0,44,CLE,2010,1,P.Dawson,-0.012050060358908843
1,11,WAS,2010,1,G.Gano,-0.35444222420693583
0,16,DAL,2010,1,D.Buehler,-0.41473907278889516
1,31,WAS,2010,1,G.Gano,-0.34682475884616887
1,27,JAX,2010,1,J.Scobee,-0.4649510965339215
1,36,DEN,2010,1,M.Prater,-0.440245410213531
1,2,CHI,2010,1,R.Gould,0.37065355083285767
1,13,CHI,2010,1,R.Gould,0.3680824179967119
1,27,PHI,2010,1,D.Akers,0.01554899732360181
1,31,GB,2010,1,M.Crosby,-0.3588601386817338
1,38,GB,2010,1,M.Crosby,-0.32444097894560664
1,5,PHI,2010,1,D.Akers,0.04184414288697803
1,12,HOU,2010,1,N.Rackers,0.1015597660828737
1,31,HOU,2010,1,N.Rackers,0.10797323339629543
1,2,IND,2010,1,A.Vinatieri,-0.2148396934935916
1,14,MIA,2010,1,D.Carpenter,-0.020581452137214705
1,33,BUF,2010,1,R.Lindell,-0.12516916239618475
0,28,MIA,2010,1,D.Carpenter,-0.011216786992439972
0,45,BUF,2010,1,R.Lindell,-0.08726156210336314
1,25,MIA,2010,1,D.Carpenter,-0.0713039943487406
1,23,MIN,2010,1,R.Longwell,0.43511417929252405
0,28,NO,2010,1,G.Hartley,-0.25064797101955816
0,14,NO,2010,1,G.Hartley,-0.3095380224557232
1,16,LV,2010,1,S.Janikowski,0.36660980225313444
1,25,TEN,2010,1,R.Bironas,0.4273198952964839
1,12,LV,2010,1,S.Janikowski,0.37660683417438434
0,35,LV,2010,1,S.Janikowski,0.38164506614734844
1,5,SF,2010,1,J.Nedney,0.3354820397607622
1,6,SF,2010,1,J.Nedney,0.3345834027754786
1,17,SEA,2010,1,O.Mare,-0.0966813270774751
1,6,ATL,2010,2,M.Bryant,-0.22900879121868375
0,36,ARI,2010,2,J.Feely,0.08497194335976747
1,17,ATL,2010,2,M.Bryant,-0.22642427449497773
1,18,CIN,2010,2,M.Nugent,-0.5593026692820436
1,12,CIN,2010,2,M.Nugent,-0.5419576565369418
1,28,CIN,2010,2,M.Nugent,-0.5323266021104209
1,19,BAL,2010,2,B.Cundiff,-0.8293312157338214
1,20,CIN,2010,2,M.Nugent,-0.5019698378426197
1,7,CIN,2010,2,M.Nugent,-0.48213607991872676
1,26,GB,2010,2,M.Crosby,-0.2666643028171978
1,6,GB,2010,2,M.Crosby,-0.24020680146870985
1,20,CHI,2010,2,R.Gould,0.3743015677524833
1,22,CHI,2010,2,R.Gould,0.38975396864840095
1,10,DAL,2010,2,D.Buehler,-0.48867371904094725
0,26,DAL,2010,2,D.Buehler,-0.4813997255365859
1,29,DAL,2010,2,D.Buehler,-0.5417069696230131
1,23,WAS,2010,2,G.Gano,-0.31246577600921954
1,9,WAS,2010,2,G.Gano,-0.2895191270911201
0,29,HOU,2010,2,N.Rackers,0.14005822627203243
1,29,HOU,2010,2,N.Rackers,0.0806608795862839
1,26,HOU,2010,2,N.Rackers,0.10939894218247614
0,10,WAS,2010,2,G.Gano,-0.2841925623504285
1,25,JAX,2010,2,J.Scobee,-0.4362534505012577
1,30,JAX,2010,2,J.Scobee,-0.41016967586469566
1,23,LAC,2010,2,N.Kaeding,0.23236325860140045
1,16,KC,2010,2,R.Succop,-0.21595343546769907
0,25,CLE,2010,2,P.Dawson,-0.019430364234621154
1,8,KC,2010,2,R.Succop,-0.20304358735784514
1,5,KC,2010,2,R.Succop,-0.19903471707003195
1,11,MIN,2010,2,R.Longwell,0.45432292843411476
0,19,NE,2010,2,S.Gostkowski,-0.2509695750090114
1,31,NYJ,2010,2,N.Folk,-0.32283462843296457
1,17,NYJ,2010,2,N.Folk,-0.2885955962480813
1,28,NO,2010,2,G.Hartley,-0.386566997007868
1,1,NO,2010,2,G.Hartley,-0.35693903076557953
1,19,NO,2010,2,G.Hartley,-0.3562159431509791
1,20,IND,2010,2,A.Vinatieri,-0.2144833601081051
1,31,DET,2010,2,J.Hanson,0.6036387433602489
1,3,TEN,2010,2,R.Bironas,0.44908580320405705
1,18,PIT,2010,2,J.Reed,-0.13736808303940354
1,16,PIT,2010,2,J.Reed,-0.12213274322551498
1,7,PIT,2010,2,J.Reed,-0.10969199857687198
1,9,PIT,2010,2,J.Reed,-0.10696453251800403
1,2,DEN,2010,2,M.Prater,-0.3907022741815318
0,18,LA,2010,2,Josh.Brown,-0.29961222670731685
0,28,LV,2010,2,S.Janikowski,0.3354363775029371
1,20,LV,2010,2,S.Janikowski,0.27361590432415955
1,23,LV,2010,2,S.Janikowski,0.2895717335372186
1,4,LV,2010,2,S.Janikowski,0.30950819490758585
1,6,TB,2010,2,C.Barth,-0.3893304696295836
1,15,TB,2010,2,C.Barth,-0.38594434451382303
1,5,ATL,2010,3,M.Bryant,-0.21211600391224036
1,15,NO,2010,3,G.Hartley,-0.33849971564948855
1,21,BUF,2010,3,R.Lindell,-0.0922907895646178
1,21,BUF,2010,3,R.Lindell,-0.0731266282793213
1,17,BUF,2010,3,R.Lindell,-0.05405828780045122
1,25,NE,2010,3,S.Gostkowski,-0.3216180018967427
0,33,BUF,2010,3,R.Lindell,-0.040611847151186556
1,15,CIN,2010,3,M.Nugent,-0.4775463934531495
1,32,CIN,2010,3,M.Nugent,-0.46463691217541137
1,21,CLE,2010,3,P.Dawson,-0.08326912757790425
0,33,BAL,2010,3,B.Cundiff,-0.8092494118694166
1,31,BAL,2010,3,B.Cundiff,-0.8557598328777409
1,6,HOU,2010,3,N.Rackers,0.13397612730596567
1,31,DAL,2010,3,D.Buehler,-0.5098570677807743
1,12,HOU,2010,3,N.Rackers,0.13474571943704838
1,22,DAL,2010,3,D.Buehler,-0.474682923399152
0,26,DET,2010,3,J.Hanson,0.633245408686166
1,15,DET,2010,3,J.Hanson,0.567364938928625
1,13,MIN,2010,3,R.Longwell,0.4578965680316763
0,31,CHI,2010,3,R.Gould,0.40786506014081975
1,20,GB,2010,3,M.Crosby,-0.2375662946937537
0,19,GB,2010,3,M.Crosby,-0.21905455448560507
1,7,CHI,2010,3,R.Gould,0.35061217133432226
1,1,CHI,2010,3,R.Gould,0.35103811654363415
1,20,IND,2010,3,A.Vinatieri,-0.19608703457288468
1,15,IND,2010,3,A.Vinatieri,-0.17778269066534036
1,7,DEN,2010,3,M.Prater,-0.38946662789260555
1,16,DEN,2010,3,M.Prater,-0.38534028868715897
1,27,MIA,2010,3,D.Carpenter,-0.04704496699294106
0,43,NYJ,2010,3,N.Folk,-0.2739764690565784
1,2,MIA,2010,3,D.Carpenter,-0.020436851607982153
1,12,NYJ,2010,3,N.Folk,-0.28273004684768005
1,32,MIA,2010,3,D.Carpenter,-0.02105253243192369
1,4,LV,2010,3,S.Janikowski,0.3081598319573329
1,24,ARI,2010,3,J.Feely,0.04405057007538807
1,37,LV,2010,3,S.Janikowski,0.3068182108218311
0,23,LV,2010,3,S.Janikowski,0.3568586215084153
1,5,LV,2010,3,S.Janikowski,0.2886202258904147
0,41,LV,2010,3,S.Janikowski,0.2879558979744827
0,14,LV,2010,3,S.Janikowski,0.2689249446729047
1,33,JAX,2010,3,J.Scobee,-0.3773532045535525
1,22,TB,2010,3,C.Barth,-0.3734928734807816
1,5,TB,2010,3,C.Barth,-0.35156554777771665
1,6,PIT,2010,3,J.Reed,-0.10255074075017807
1,5,SEA,2010,3,O.Mare,-0.08302177123182528
1,11,LAC,2010,3,N.Kaeding,0.25258576234644686
1,5,SEA,2010,3,O.Mare,-0.08182788916214599
1,33,SF,2010,3,J.Nedney,0.33434995852921384
0,20,KC,2010,3,R.Succop,-0.1972607702711617
1,14,KC,2010,3,R.Succop,-0.266788980233638
1,30,TEN,2010,3,R.Bironas,0.4465413403526138
0,35,NYG,2010,3,L.Tynes,-0.36471912490276165
1,32,NYG,2010,3,L.Tynes,-0.40719599259192246
0,26,NYG,2010,3,L.Tynes,-0.3703823296835879
1,5,TEN,2010,3,R.Bironas,0.4750742565826704
1,11,WAS,2010,3,G.Gano,-0.3657793971780318
1,6,WAS,2010,3,G.Gano,-0.35810524595240933
0,3,LA,2010,3,Josh.Brown,-0.3714040887236008
1,3,WAS,2010,3,G.Gano,-0.3548752469550347
1,19,LA,2010,3,Josh.Brown,-0.4576845246639181
1,11,LA,2010,3,Josh.Brown,-0.43946095425486287
1,18,LA,2010,3,Josh.Brown,-0.43141839524385633
0,20,LAC,2010,4,N.Kaeding,0.25716808777444694
1,30,LAC,2010,4,N.Kaeding,0.18536773352174263
1,29,LAC,2010,4,N.Kaeding,0.21520651778595357
1,35,ARI,2010,4,J.Feely,0.06649616985480421
0,28,BAL,2010,4,B.Cundiff,-0.8188561746706337
1,15,BAL,2010,4,B.Cundiff,-0.8749051850885433
0,31,PIT,2010,4,J.Reed,-0.10059851427881455
0,27,PIT,2010,4,J.Reed,-0.15530908521321407
1,14,NO,2010,4,J.Carney,-0.07150793691488273
1,14,NO,2010,4,J.Carney,-0.061888639346219645
1,7,NO,2010,4,J.Carney,-0.052317438265399877
1,4,NYG,2010,4,L.Tynes,-0.4312446607492801
0,20,NYG,2010,4,L.Tynes,-0.4288892594212488
1,22,CHI,2010,4,R.Gould,0.34822131842168846
1,13,CLE,2010,4,P.Dawson,-0.06415007460254127
1,6,CIN,2010,4,M.Nugent,-0.42753604466915945
0,26,CIN,2010,4,M.Nugent,-0.42395889167820106
1,13,CLE,2010,4,P.Dawson,-0.05576976238377364
1,5,CLE,2010,4,P.Dawson,-0.047431351726099844
1,7,CIN,2010,4,M.Nugent,-0.48455333993392014
0,17,TEN,2010,4,R.Bironas,0.4734776585132772
1,18,DEN,2010,4,M.Prater,-0.37158350631120773
1,37,TEN,2010,4,R.Bironas,0.396447996882461
1,18,DEN,2010,4,M.Prater,-0.3551770893809602
1,17,DEN,2010,4,M.Prater,-0.33885270453536387
1,28,TEN,2010,4,R.Bironas,0.4460402586387421
1,18,DEN,2010,4,M.Prater,-0.32398229180242455
0,37,DET,2010,4,J.Hanson,0.5750498635444543
1,21,DET,2010,4,J.Hanson,0.5359106934189133
1,34,DET,2010,4,J.Hanson,0.5519338472892924
1,30,DET,2010,4,J.Hanson,0.5893632134004533
1,6,DET,2010,4,J.Hanson,0.6171820202652705
0,28,HOU,2010,4,N.Rackers,0.14099325698369927
1,17,HOU,2010,4,N.Rackers,0.08014499940751792
1,21,LV,2010,4,S.Janikowski,0.18900365528511673
1,41,JAX,2010,4,J.Scobee,-0.338184684049944
1,5,NE,2010,4,S.Gostkowski,-0.2961074045032032
1,12,NE,2010,4,S.Gostkowski,-0.2938480942671671
0,36,MIA,2010,4,D.Carpenter,0.013830413175610796
0,12,NYJ,2010,4,N.Folk,-0.27439513046960556
1,1,NYJ,2010,4,N.Folk,-0.35394031122193353
1,4,SEA,2010,4,O.Mare,-0.08063997650281526
1,13,LA,2010,4,Josh.Brown,-0.4147128038689455
1,13,LA,2010,4,Josh.Brown,-0.4045796780038458
1,18,ATL,2010,4,M.Bryant,-0.21027665067915904
1,13,ATL,2010,4,M.Bryant,-0.1946767680270717
1,25,ATL,2010,4,M.Bryant,-0.1856438223411814
1,31,PHI,2010,4,D.Akers,0.04241369538606324
1,8,WAS,2010,4,G.Gano,-0.35339990455568276
1,6,PHI,2010,4,D.Akers,0.07482648595185144
1,6,ATL,2010,5,M.Bryant,-0.16081309584541972
1,12,ATL,2010,5,M.Bryant,-0.15856955759857994
0,12,ATL,2010,5,M.Bryant,-0.150855443666751
1,2,CLE,2010,5,P.Dawson,-0.04641542175394924
1,6,CAR,2010,5,J.Kasay,0.5768736409013847
1,10,CHI,2010,5,R.Gould,0.3665400731652412
0,33,CAR,2010,5,J.Kasay,0.5754287454644903
1,35,CAR,2010,5,J.Kasay,0.5219949336694965
1,35,CHI,2010,5,R.Gould,0.3695379977085716
1,25,CHI,2010,5,R.Gould,0.41122826695486625
1,18,BAL,2010,5,B.Cundiff,-0.8600089098526282
1,19,DEN,2010,5,M.Prater,-0.3078138809447209
1,34,GB,2010,5,M.Crosby,-0.28986255647595344
1,7,WAS,2010,5,G.Gano,-0.3486392526818804
1,18,GB,2010,5,M.Crosby,-0.24822420834596648
0,29,GB,2010,5,M.Crosby,-0.23243458790554516
0,33,WAS,2010,5,G.Gano,-0.34471705035248745
1,27,WAS,2010,5,G.Gano,-0.3935501331683964
0,35,GB,2010,5,M.Crosby,-0.28996947052040584
1,11,BUF,2010,5,R.Lindell,-0.09096545598310199
1,31,JAX,2010,5,J.Scobee,-0.2662465118928879
1,3,BUF,2010,5,R.Lindell,-0.08466537446345415
1,31,JAX,2010,5,J.Scobee,-0.23229042029070496
1,17,JAX,2010,5,J.Scobee,-0.198504109146533
1,22,JAX,2010,5,J.Scobee,-0.18433543939053784
1,28,JAX,2010,5,J.Scobee,-0.1633539008579241
1,2,IND,2010,5,A.Vinatieri,-0.16637202790154132
1,6,IND,2010,5,A.Vinatieri,-0.16625803284401505
1,27,KC,2010,5,R.Succop,-0.2561932774483812
1,29,IND,2010,5,A.Vinatieri,-0.1639872699121824
1,17,KC,2010,5,R.Succop,-0.22853942051114515
1,25,KC,2010,5,R.Succop,-0.21422057419832694
1,24,IND,2010,5,A.Vinatieri,-0.13402596656849777
0,33,KC,2010,5,R.Succop,-0.1892469639432795
1,7,NYJ,2010,5,N.Folk,-0.3532322172050513
1,35,NYJ,2010,5,N.Folk,-0.34928705005304256
1,4,NYJ,2010,5,N.Folk,-0.30400265556793993
1,16,NYJ,2010,5,N.Folk,-0.30228346426581526
1,13,NYJ,2010,5,N.Folk,-0.2889419660119708
1,13,NO,2010,5,J.Carney,-0.04987684500808934
1,19,ARI,2010,5,J.Feely,0.10970164824036757
1,14,NO,2010,5,J.Carney,-0.041567898937293964
1,26,ARI,2010,5,J.Feely,0.12508828778490136
0,11,NO,2010,5,J.Carney,-0.03209830155851884
1,11,ARI,2010,5,J.Feely,0.14958702618037878
1,20,HOU,2010,5,N.Rackers,0.0929204236207428
1,27,NYG,2010,5,L.Tynes,-0.4972593269379747
1,24,NYG,2010,5,L.Tynes,-0.4684001397532906
1,14,PHI,2010,5,D.Akers,0.07589182628970471
1,32,SF,2010,5,J.Nedney,0.3699599632174084
0,22,SF,2010,5,J.Nedney,0.4028878463466964
0,35,PHI,2010,5,D.Akers,0.08477412504234487
1,27,PHI,2010,5,D.Akers,0.04004979110345848
1,32,LV,2010,5,S.Janikowski,0.20676134434616458
1,12,LV,2010,5,S.Janikowski,0.24050522056980866
1,24,LAC,2010,5,N.Kaeding,0.24327185219114744
1,17,LAC,2010,5,N.Kaeding,0.2647213455599849
1,12,DET,2010,5,J.Hanson,0.6155355829315567
1,9,LA,2010,5,Josh.Brown,-0.3944972177680717
1,10,LA,2010,5,Josh.Brown,-0.38864576257399536
1,30,DET,2010,5,J.Hanson,0.6193791711607349
1,28,DET,2010,5,J.Hanson,0.6470478982367511
1,13,CIN,2010,5,M.Nugent,-0.479951567168267
1,17,CIN,2010,5,M.Nugent,-0.46949224748667073
1,13,TB,2010,5,C.Barth,-0.34902894682530794
1,34,TEN,2010,5,R.Bironas,0.4715051886027975
1,34,DAL,2010,5,D.Buehler,-0.4522496474464952
0,26,DAL,2010,5,D.Buehler,-0.40979936386165555
1,21,TEN,2010,5,R.Bironas,0.5093366980073905
1,8,DAL,2010,5,D.Buehler,-0.4704646097564574
0,23,ATL,2010,6,M.Bryant,-0.23101832285309318
0,19,PHI,2010,6,D.Akers,0.06622243269793542
1,8,ATL,2010,6,M.Bryant,-0.2963173337492864
0,29,PHI,2010,6,D.Akers,-0.006011954228330687
0,19,PHI,2010,6,D.Akers,-0.06467895001157746
1,12,PHI,2010,6,D.Akers,-0.13625883002429592
1,8,BAL,2010,6,B.Cundiff,-0.8411603659046736
1,20,NE,2010,6,S.Gostkowski,-0.2854575876519952
1,7,BAL,2010,6,B.Cundiff,-0.8339609117241261
1,6,NE,2010,6,S.Gostkowski,-0.2667063909790553
1,21,CLE,2010,6,P.Dawson,-0.046901209727160977
1,20,MIN,2010,6,R.Longwell,0.46366664703727295
1,32,DET,2010,6,J.Hanson,0.6715077900028164
1,32,DET,2010,6,J.Hanson,0.7029279339981773
0,20,IND,2010,6,A.Vinatieri,-0.11068998410586223
1,25,IND,2010,6,A.Vinatieri,-0.18065104799916507
0,30,WAS,2010,6,G.Gano,-0.36520949195256025
0,30,IND,2010,6,A.Vinatieri,-0.1558452853751134
1,21,WAS,2010,6,G.Gano,-0.4204562441094898
1,15,IND,2010,6,A.Vinatieri,-0.21213885856493023
1,6,KC,2010,6,R.Succop,-0.23885739719123444
1,28,GB,2010,6,M.Crosby,-0.33282008648147843
1,35,MIA,2010,6,D.Carpenter,-0.02673525245784781
1,23,MIA,2010,6,D.Carpenter,0.016936383039278847
1,8,GB,2010,6,M.Crosby,-0.30346085479182183
1,10,NO,2010,6,G.Hartley,-0.3262854677607687
0,22,TB,2010,6,C.Barth,-0.33922424024542647
0,15,NO,2010,6,G.Hartley,-0.3198234155128083
0,29,TB,2010,6,C.Barth,-0.4053066802570503
1,41,DEN,2010,6,M.Prater,-0.2903396637542617
0,31,DEN,2010,6,M.Prater,-0.21864071669868396
1,38,NYJ,2010,6,N.Folk,-0.27943769433615595
1,30,DEN,2010,6,M.Prater,-0.2727610766209841
1,9,LV,2010,6,S.Janikowski,0.2462239606107957
1,6,LV,2010,6,S.Janikowski,0.24887180991297764
1,7,SF,2010,6,J.Nedney,0.3330948459021118
1,22,LV,2010,6,S.Janikowski,0.24906692363102534
1,21,LA,2010,6,Josh.Brown,-0.3818719088519688
1,23,LAC,2010,6,N.Kaeding,0.2765738880424474
0,31,LAC,2010,6,N.Kaeding,0.2965753386402886
1,29,LA,2010,6,Josh.Brown,-0.3612598419702354
1,16,CHI,2010,6,R.Gould,0.4330746330041476
1,6,CHI,2010,6,R.Gould,0.44273934077164234
0,36,CHI,2010,6,R.Gould,0.4419651168353965
1,8,TEN,2010,6,R.Bironas,0.5254927218548271
1,15,TEN,2010,6,R.Bironas,0.525858910596577
1,15,JAX,2010,6,J.Scobee,-0.13484200009638525
1,18,TEN,2010,6,R.Bironas,0.5337513653540665
1,2,SEA,2010,7,O.Mare,-0.0800375985960162
1,13,SEA,2010,7,O.Mare,-0.08035527568501756
1,33,SEA,2010,7,O.Mare,-0.07189393746083751
1,6,SEA,2010,7,O.Mare,-0.034252713292692624
1,6,ARI,2010,7,J.Feely,0.1546843452892092
1,8,SEA,2010,7,O.Mare,-0.032641976958616606
1,23,BAL,2010,7,B.Cundiff,-0.8276121010995221
1,3,BUF,2010,7,R.Lindell,-0.08454108142656022
1,30,BAL,2010,7,B.Cundiff,-0.8020897205559709
1,32,BUF,2010,7,R.Lindell,-0.0844174098548507
1,2,CIN,2010,7,M.Nugent,-0.4539686370389749
1,27,ATL,2010,7,M.Bryant,-0.29184209472951594
0,35,CIN,2010,7,M.Nugent,-0.45241665893576144
1,15,CIN,2010,7,M.Nugent,-0.49445503895475723
1,5,CLE,2010,7,P.Dawson,-0.027963996341051733
1,14,NO,2010,7,G.Hartley,-0.3955409716732839
1,4,CLE,2010,7,P.Dawson,-0.027045403145826385
1,31,CLE,2010,7,P.Dawson,-0.02671099810581236
1,17,JAX,2010,7,J.Scobee,-0.12364604078543098
1,1,JAX,2010,7,J.Scobee,-0.10985166137124133
1,10,MIN,2010,7,R.Longwell,0.4786722225367666
1,14,LAC,2010,7,K.Brown,-0.5639796754958448
1,22,NE,2010,7,S.Gostkowski,-0.26393338625654744
1,17,NE,2010,7,S.Gostkowski,-0.24255385798960358
1,10,LAC,2010,7,K.Brown,-0.5518980192342771
1,16,NE,2010,7,S.Gostkowski,-0.22816493948939315
0,32,LAC,2010,7,K.Brown,-0.544307904228949
1,8,DAL,2010,7,D.Buehler,-0.46511863435665113
1,23,DAL,2010,7,D.Buehler,-0.4597993888338438
1,35,NYG,2010,7,L.Tynes,-0.4433922864247311
1,8,NYG,2010,7,L.Tynes,-0.39763736575777
1,13,LV,2010,7,S.Janikowski,0.26788145034853134
1,7,PHI,2010,7,D.Akers,-0.12865626973033836
1,28,PHI,2010,7,D.Akers,-0.1258339823157031
1,28,PHI,2010,7,D.Akers,-0.09750968114687537
1,23,TEN,2010,7,R.Bironas,0.5456311079259876
1,10,PHI,2010,7,D.Akers,-0.06932700148389183
1,20,TEN,2010,7,R.Bironas,0.5642872724244111
1,15,TEN,2010,7,R.Bironas,0.5787897447969692
1,21,MIA,2010,7,D.Carpenter,0.03823602116213586
1,5,MIA,2010,7,D.Carpenter,0.05674754839379864
1,4,PIT,2010,7,J.Reed,-0.21599807178566588
1,4,MIA,2010,7,D.Carpenter,0.05724258386534975
1,21,PIT,2010,7,J.Reed,-0.21471890340245262
1,19,MIA,2010,7,D.Carpenter,0.0571555489703079
1,22,MIA,2010,7,D.Carpenter,0.072804919011192
1,1,PIT,2010,7,J.Reed,-0.19494260154796691
1,29,CAR,2010,7,J.Kasay,0.5629229182359865
1,6,SF,2010,7,J.Nedney,0.33360837773858487
1,37,CAR,2010,7,J.Kasay,0.5892496706389301
1,20,SF,2010,7,J.Nedney,0.33337980861750455
1,19,CAR,2010,7,J.Kasay,0.6378779240264288
1,16,TB,2010,7,C.Barth,-0.46197720241015344
1,7,LA,2010,7,Josh.Brown,-0.33031217576626065
1,21,TB,2010,7,C.Barth,-0.44783723546558724
1,35,TB,2010,7,C.Barth,-0.4268953419507859
1,20,TB,2010,7,C.Barth,-0.38122290600619446
1,28,WAS,2010,7,G.Gano,-0.3996512555514689
0,19,WAS,2010,7,G.Gano,-0.36995786801646235
1,25,BUF,2010,8,R.Lindell,-0.049217639860201556
1,10,KC,2010,8,R.Succop,-0.2362236374376657
0,33,LA,2010,8,Josh.Brown,-0.3264816088214458
1,15,LA,2010,8,Josh.Brown,-0.3754058688450099
1,26,CAR,2010,8,J.Kasay,0.6506236821920323
1,23,LA,2010,8,Josh.Brown,-0.3630070901903125
1,17,SF,2010,8,J.Nedney,0.349036818309097
0,34,SF,2010,8,J.Nedney,0.360467783427814
1,14,DEN,2010,8,M.Prater,-0.2406316483060595
1,2,GB,2010,8,M.Crosby,-0.29894989816683876
0,27,GB,2010,8,M.Crosby,-0.298173013757986
0,19,NYJ,2010,8,N.Folk,-0.22188603463079437
1,23,GB,2010,8,M.Crosby,-0.3581476806877139
1,22,GB,2010,8,M.Crosby,-0.334972622246222
1,35,HOU,2010,8,N.Rackers,0.10977973023731902
1,30,IND,2010,8,A.Vinatieri,-0.20055641496163323
1,6,IND,2010,8,A.Vinatieri,-0.16878800995500542
1,18,IND,2010,8,A.Vinatieri,-0.16650459713761778
1,16,DAL,2010,8,D.Buehler,-0.4361160718516212
1,20,MIA,2010,8,D.Carpenter,0.09250075575179713
1,24,MIA,2010,8,D.Carpenter,0.10936216070771809
1,6,MIA,2010,8,D.Carpenter,0.1314812025339726
1,36,MIA,2010,8,D.Carpenter,0.13226326928891532
1,14,MIA,2010,8,D.Carpenter,0.17894386192340225
1,5,MIN,2010,8,R.Longwell,0.48110948633323936
1,1,PIT,2010,8,J.Reed,-0.1950294960794546
0,33,PIT,2010,8,J.Reed,-0.1951159561382849
1,13,NO,2010,8,G.Hartley,-0.38430150893082893
1,5,NO,2010,8,G.Hartley,-0.37432043954041977
1,13,LV,2010,8,S.Janikowski,0.27460160494254376
0,33,SEA,2010,8,O.Mare,-0.02948511472279948
1,18,LV,2010,8,S.Janikowski,0.2812881587635859
0,11,SEA,2010,8,O.Mare,-0.07989435721685686
0,27,LV,2010,8,S.Janikowski,0.29443021736845953
1,4,LV,2010,8,S.Janikowski,0.23149253428309946
1,29,SEA,2010,8,O.Mare,-0.16148805373955227
1,31,LV,2010,8,S.Janikowski,0.23053424963596886
1,3,TB,2010,8,C.Barth,-0.3619928827414836
0,35,TB,2010,8,C.Barth,-0.36048195216319945
1,3,TEN,2010,8,R.Bironas,0.5864175453834564
1,16,LAC,2010,8,K.Brown,-0.5946471043109414
1,18,LAC,2010,8,K.Brown,-0.5798437878568712
1,20,WAS,2010,8,G.Gano,-0.4400113534391565
1,28,WAS,2010,8,G.Gano,-0.4204873879372808
1,14,DET,2010,8,J.Hanson,0.7341909772735612
1,3,MIN,2010,9,R.Longwell,0.47948271211509325
1,4,ARI,2010,9,J.Feely,0.15535039633037573
0,24,CHI,2010,9,R.Gould,0.3992587776836392
0,36,GB,2010,9,M.Crosby,-0.31323789779932976
1,8,GB,2010,9,M.Crosby,-0.3521682218779137
1,5,PHI,2010,9,D.Akers,-0.0641497415673157
1,3,PHI,2010,9,D.Akers,-0.0630502196459591
1,13,PHI,2010,9,D.Akers,-0.06303400238315261
1,19,IND,2010,9,A.Vinatieri,-0.15112357475323818
1,27,PHI,2010,9,D.Akers,-0.054659270525481925
1,25,KC,2010,9,R.Succop,-0.23021189434132072
0,29,LV,2010,9,S.Janikowski,0.2620064374305076
1,7,KC,2010,9,R.Succop,-0.2051583274855583
1,5,LV,2010,9,S.Janikowski,0.20199934968896652
1,22,LV,2010,9,S.Janikowski,0.2017681261540418
1,8,BAL,2010,9,B.Cundiff,-0.7673136490213713
1,21,BAL,2010,9,B.Cundiff,-0.7604834284252406
1,1,MIA,2010,9,D.Carpenter,0.18731090049787394
0,19,BAL,2010,9,B.Cundiff,-0.7379783039456409
0,28,MIA,2010,9,D.Carpenter,0.185312738456157
1,3,BAL,2010,9,B.Cundiff,-0.806191687188689
1,6,BAL,2010,9,B.Cundiff,-0.802459762588169
1,21,CLE,2010,9,P.Dawson,0.0060474159274351985
1,20,CLE,2010,9,P.Dawson,0.02471988618527152
1,2,CAR,2010,9,J.Kasay,0.6724947436154741
0,22,CAR,2010,9,J.Kasay,0.6684144048154155
1,13,NO,2010,9,G.Hartley,-0.3716700641291976
1,18,NO,2010,9,G.Hartley,-0.3617521519627967
1,7,NYG,2010,9,L.Tynes,-0.39265552657795716
1,2,NYG,2010,9,L.Tynes,-0.38851324287908384
1,13,NYJ,2010,9,N.Folk,-0.29267987922041677
1,18,NYJ,2010,9,N.Folk,-0.28315691797855974
1,7,PIT,2010,9,J.Reed,-0.24469704442526488
0,33,CIN,2010,9,M.Nugent,-0.4814610144495111
1,35,PIT,2010,9,J.Reed,-0.24129455313715498
0,27,CIN,2010,9,M.Nugent,-0.5296103774449349
