ydl,next_ydl,season,punter,pq
48,92,2016,M.Darr,0.08246461917868503
75,77,2016,J.Hekker,1.2360036395423293
72,76,2016,M.Darr,0.09067955316913615
48,88,2016,J.Hekker,1.2469617048860206
80,77,2016,M.Darr,0.10167321704062654
89,53,2016,M.Darr,0.12546077122039
62,83,2016,J.Hekker,1.2435229025439078
93,50,2016,M.Darr,0.126722778563157
69,75,2016,J.Hekker,1.2458633449457128
86,27,2016,B.Pinion,0.0033127723318134334
66,71,2016,B.Pinion,-0.036810057735920165
46,92,2016,R.Allen,0.517106760538106
72,61,2016,R.Allen,0.5220300720237073
55,73,2016,B.Pinion,-0.040575111020909695
70,80,2016,R.Allen,0.5089997924108219
61,82,2016,B.Pinion,-0.05393133411487434
47,80,2016,R.Allen,0.5209658157901572
45,80,2016,B.Pinion,-0.04773973856554097
71,70,2016,B.Pinion,-0.05796030670475177
69,70,2016,R.Allen,0.5089075875674236
73,70,2016,B.Pinion,-0.056360619004274644
74,70,2016,B.Pinion,-0.051976777118629455
52,91,2016,M.Palardy,-0.45785800717580255
77,62,2016,T.Morstead,0.8963477941677694
38,80,2016,M.Palardy,-0.44553277900147076
90,51,2016,T.Morstead,0.8899934774922468
77,51,2016,M.Palardy,-0.45533742415432393
72,61,2016,M.Palardy,-0.4709692547243115
58,93,2016,T.Morstead,0.8858471681162846
85,76,2016,M.Palardy,-0.4790345377034567
65,86,2016,M.Palardy,-0.44670528762213785
69,77,2016,J.Ryan,0.6390284805067407
55,80,2016,D.Jones,0.932164805435707
54,80,2016,D.Jones,0.9241495718415074
81,68,2016,J.Ryan,0.6446089928443749
62,77,2016,D.Jones,0.9152488459751876
67,70,2016,D.Jones,0.9104837823037951
66,62,2016,J.Ryan,0.6539927114662919
81,78,2016,D.Jones,0.9018306697261751
60,98,2016,J.Ryan,0.6336533298012298
67,78,2016,D.Jones,0.924506407223752
70,91,2016,J.Ryan,0.6585845447032628
83,41,2016,D.Jones,0.9274456833295872
47,84,2016,J.Ryan,0.6858385843072113
64,83,2016,B.Colquitt,0.26151590481315085
82,59,2016,B.Colquitt,0.2712085113860274
75,54,2016,J.Berry,0.019577034362212694
70,62,2016,J.Berry,0.003087540033646966
59,85,2016,B.Colquitt,0.27076584742789794
80,87,2016,J.Berry,-0.0086575043932551
71,74,2016,D.Colquitt,0.9212712050982674
74,66,2016,D.Colquitt,0.9238059861437568
36,96,2016,D.Colquitt,0.9188693983702282
36,70,2016,B.Anger,0.6673368664146616
51,73,2016,B.Anger,0.6375546021095574
71,64,2016,B.Kern,0.7780101404913605
80,75,2016,B.Kern,0.7666830995998161
57,80,2016,B.Kern,0.7842299789147699
42,84,2016,B.Kern,0.7789279012044196
84,65,2016,P.McAfee,1.1624140256169477
41,98,2016,P.McAfee,1.1690963700767303
55,94,2016,P.McAfee,1.1777413742214742
83,61,2016,B.Kern,0.769342597113419
51,84,2016,D.Butler,-0.11271784683880035
80,71,2016,M.Wile,-0.45785800717580255
94,45,2016,D.Butler,-0.11311395668117649
67,69,2016,D.Butler,-0.11588936264104711
80,73,2016,M.Wile,-0.44001967323099805
73,77,2016,D.Butler,-0.12086842221994938
68,84,2016,M.Palardy,-0.42783782030384954
58,89,2016,M.King,0.517547151660118
68,62,2016,M.Palardy,-0.4080634015071624
90,46,2016,M.Palardy,-0.4204597347766094
75,67,2016,M.Palardy,-0.42534284172126147
63,76,2016,M.King,0.5277432086638119
91,58,2016,M.Palardy,-0.42065617123132076
55,91,2016,M.King,0.5246652564949358
72,92,2016,M.King,0.5347234606315152
75,76,2016,M.King,0.5668219085818033
60,87,2016,M.Palardy,-0.40673458202898233
85,36,2016,K.Huber,0.7419796031499523
46,93,2016,S.Koch,0.8338934547560445
84,51,2016,K.Huber,0.7098912734867301
46,93,2016,S.Koch,0.8386906454965629
62,80,2016,K.Huber,0.698426853543068
72,73,2016,K.Huber,0.6991193380118569
38,90,2016,K.Huber,0.702697364781113
51,86,2016,S.Koch,0.8434638502833788
63,80,2016,K.Huber,0.7017296961694155
80,53,2016,S.Koch,0.8412024574074054
82,81,2016,S.Koch,0.8263048599611705
50,87,2016,D.Jones,0.8989021520481071
44,99,2016,J.Schum,-0.18454609513939949
46,92,2016,D.Jones,0.8970788129594915
70,79,2016,C.Schmidt,0.05484751046124489
60,83,2016,B.Nortman,0.3286566964107525
83,59,2016,C.Schmidt,0.06762648252432132
46,93,2016,B.Nortman,0.33324570358963507
72,57,2016,C.Schmidt,0.06962267631499076
42,80,2016,B.Nortman,0.34054613308598547
58,78,2016,C.Schmidt,0.05302318277662171
73,22,2016,B.Nortman,0.32732148693154967
72,71,2016,C.Schmidt,0.049505919638657823
61,75,2016,B.Nortman,0.25981190743918675
66,79,2016,B.Nortman,0.2542300976987019
70,73,2016,C.Schmidt,0.053416388047766314
76,66,2016,R.Dixon,-0.349504001987492
62,87,2016,D.Colquitt,0.9257326022815243
85,50,2016,R.Dixon,-0.34522834353026854
38,80,2016,D.Colquitt,0.9354932470886685
53,87,2016,R.Dixon,-0.35147125529599377
58,87,2016,D.Colquitt,0.9187834718053651
68,66,2016,R.Dixon,-0.344671636582686
64,95,2016,D.Colquitt,0.924057721756319
82,64,2016,D.Colquitt,0.947931371956562
76,63,2016,D.Colquitt,0.951394157325614
69,86,2016,R.Dixon,-0.351553677772728
96,59,2016,D.Colquitt,0.9447918868082514
56,88,2016,D.Colquitt,0.9595323123491682
60,96,2016,D.Colquitt,0.9640096776368087
47,92,2016,T.Morstead,0.9000329759417252
92,51,2016,J.Hekker,1.2454940575091382
54,86,2016,J.Hekker,1.2421684030926303
61,78,2016,J.Hekker,1.2404244594260956
42,80,2016,T.Morstead,0.903573164630316
61,92,2016,J.Hekker,1.2343130251036971
64,81,2016,J.Hekker,1.248641526117006
63,88,2016,T.Morstead,0.8875333833181587
95,73,2016,J.Hekker,1.2504828791313496
39,80,2016,T.Morstead,0.9001502329880929
42,88,2016,S.Martin,0.7760148887909717
80,70,2016,J.Locke,0.3008484048887842
50,86,2016,J.Locke,0.31343539404725895
62,87,2016,J.Locke,0.31308157602264064
86,61,2016,S.Martin,0.7722754006660658
66,86,2016,S.Martin,0.77787339014089385
59,80,2016,S.Martin,0.7919021105066231
60,98,2016,J.Locke,0.32590547596107955
71,74,2016,R.Allen,0.5049340152877064
62,87,2016,R.Allen,0.5095504822822486
78,66,2016,L.Edwards,-0.3250368819377748
53,79,2016,R.Allen,0.5213920376893895
73,69,2016,L.Edwards,-0.3180197033503076
53,88,2016,L.Edwards,-0.3137853787689392
74,73,2016,R.Allen,0.5121648381297154
70,83,2016,L.Edwards,-0.30571637671225993
58,80,2016,B.Wing,0.047749637950193914
56,85,2016,B.Colquitt,0.27744507135953045
56,80,2016,B.Wing,0.047174367988375876
64,89,2016,B.Colquitt,0.28095943467409845
47,96,2016,B.Wing,0.0445510211897655
94,50,2016,B.Colquitt,0.29930169995371125
58,88,2016,B.Wing,0.05819987055614347
79,30,2016,B.Colquitt,0.3017532793407004
48,79,2016,B.Colquitt,0.25458960255661844
73,88,2016,B.Wing,0.06923485123935046
70,86,2016,B.Colquitt,0.24299234619209087
84,63,2016,B.Wing,0.09923134484190073
56,86,2016,B.Colquitt,0.26503528315856095
64,92,2016,B.Wing,0.1083139772535452
95,50,2016,B.Colquitt,0.27006950814014075
48,95,2016,B.Wing,0.13189290799828135
52,80,2016,B.Wing,0.14423413872265503
90,52,2016,P.McAfee,1.1889076359474413
73,77,2016,P.McAfee,1.1847245685052101
73,63,2016,J.Berry,0.03025983065374626
47,90,2016,J.Berry,0.024005881209053313
81,73,2016,J.Berry,0.02901057991929379
50,80,2016,J.Berry,0.04876135423587059
68,82,2016,D.Kaser,-0.33246731820821473
53,80,2016,S.Lechler,0.4392378304678302
43,95,2016,D.Kaser,-0.3160853773740194
74,79,2016,S.Lechler,0.4318792146702708
74,72,2016,D.Kaser,-0.30386728409541486
83,51,2016,S.Lechler,0.4483538261921988
46,92,2016,S.Lechler,0.43678388145647395
78,48,2016,D.Kaser,-0.2939186291617063
52,80,2016,D.Kaser,-0.31329767090624283
51,87,2016,D.Kaser,-0.3177311843993342
79,62,2016,J.Ryan,0.6787872431459199
52,96,2016,J.Ryan,0.6763884037750311
41,86,2016,B.Anger,0.6173711900363641
86,57,2016,J.Ryan,0.690331463524643
76,56,2016,J.Ryan,0.6905079217811508
50,96,2016,B.Anger,0.6112810673692276
70,72,2016,J.Ryan,0.6750053933594626
40,91,2016,B.Anger,0.6240161482380681
65,80,2016,J.Ryan,0.6744788869259999
63,93,2016,B.Anger,0.6250195538663368
67,64,2016,J.Ryan,0.6789935570155065
80,62,2016,M.Darr,0.12879784614282316
54,81,2016,M.Darr,0.13058258628697278
69,91,2016,B.Pinion,-0.04620320017181853
68,70,2016,B.Pinion,-0.01678715126669568
40,80,2016,M.Darr,0.1271075080744324
81,60,2016,B.Pinion,-0.01947736397929027
77,67,2016,B.Pinion,-0.018435715381309566
71,80,2016,M.Darr,0.11455951691744394
77,62,2016,M.Darr,0.12987473275987854
59,84,2016,B.Kern,0.7707458357831566
75,64,2016,P.O'Donnell,0.10131471270657204
55,89,2016,B.Kern,0.7734673470470058
82,65,2016,P.O'Donnell,0.09899465724635306
66,79,2016,P.O'Donnell,0.10815993891496306
95,48,2016,P.O'Donnell,0.11533253745477394
78,69,2016,B.Kern,0.7793659152788113
74,65,2016,B.Kern,0.7852345180582162
72,81,2016,C.Jones,0.21920326422924186
55,84,2016,T.Way,0.25607391585642986
45,90,2016,C.Jones,0.23684337317546594
65,81,2016,M.King,0.5796680698542903
60,80,2016,M.King,0.5861146067551622
72,61,2016,C.Schmidt,0.05745563936686899
59,85,2016,C.Schmidt,0.04674823191726792
74,54,2016,M.King,0.5850428862043023
80,38,2016,C.Schmidt,0.05454754392645355
80,59,2016,C.Schmidt,0.021716030157520716
73,85,2016,C.Schmidt,0.019662741203576348
59,96,2016,M.King,0.5643063612183891
61,71,2016,M.King,0.5855538225671444
62,92,2016,M.Palardy,-0.3926373675538736
42,79,2016,M.Palardy,-0.3689958092675179
64,75,2016,M.Palardy,-0.38013055843619303
75,85,2016,M.Palardy,-0.37889222135512457
38,90,2016,M.Palardy,-0.34819717489889124
76,65,2016,J.Ryan,0.662751019208287
46,80,2016,M.Palardy,-0.34391037081218884
65,89,2016,C.Jones,0.23977801673761853
57,85,2016,J.Locke,0.3523754301323134
85,63,2016,C.Jones,0.2595865057121286
53,84,2016,J.Locke,0.35652168879590956
48,68,2016,J.Locke,0.35540790461073707
59,86,2016,C.Jones,0.26927108513828046
74,51,2016,J.Locke,0.32727061674986335
47,91,2016,J.Locke,0.30344951493320166
75,67,2016,C.Jones,0.2774155956073679
60,8,2016,C.Jones,0.27858847391066555
79,54,2016,J.Locke,0.30851480820082816
64,78,2016,J.Locke,0.29630482919660994
72,65,2016,C.Jones,0.1740918677515347
74,80,2016,R.Dixon,-0.32789994010963486
76,89,2016,B.Nortman,0.26067234544459406
58,80,2016,R.Dixon,-0.3061686200878004
71,80,2016,B.Nortman,0.2954268148628147
60,86,2016,R.Dixon,-0.3049742987594285
45,91,2016,B.Nortman,0.3098376942155225
86,59,2016,R.Dixon,-0.2928436984266745
44,97,2016,R.Dixon,-0.28483573890839636
76,43,2016,B.Nortman,0.3138651788984817
72,47,2016,B.Nortman,0.2812942987531178
40,95,2016,R.Dixon,-0.2695034676065431
59,82,2016,B.Nortman,0.2490583198424895
75,70,2016,R.Dixon,-0.2582012129950239
68,73,2016,R.Dixon,-0.24997681247069384
40,80,2016,R.Dixon,-0.2471276386992478
55,83,2016,B.Nortman,0.25147264323402857
74,71,2016,R.Dixon,-0.2578044541223679
67,78,2016,B.Nortman,0.25123430862885776
73,66,2016,R.Dixon,-0.2495439260645314
93,53,2016,T.Morstead,0.8836423883370073
58,92,2016,T.Morstead,0.8863062960458243
60,87,2016,T.Morstead,0.8990319955056105
81,48,2016,S.Martin,0.78868658949282755
65,54,2016,T.Morstead,0.906600377093046
43,89,2016,S.Martin,0.7681936656113654
78,53,2016,S.Lechler,0.4421088073374833
47,80,2016,J.Schum,-0.16679964660437752
52,60,2016,S.Lechler,0.4263386920404851
55,89,2016,J.Schum,-0.17541904751513845
89,72,2016,S.Lechler,0.38905074221252306
51,89,2016,J.Schum,-0.16477604731052226
69,63,2016,J.Schum,-0.15762280252050556
36,98,2016,S.Lechler,0.4166932414944594
44,89,2016,S.Lechler,0.428982951642148
48,88,2016,J.Schum,-0.1684684119318311
89,51,2016,L.Edwards,-0.28530333430928856
69,69,2016,L.Edwards,-0.2849031318908869
56,80,2016,L.Edwards,-0.28636546329931944
47,97,2016,P.McAfee,1.1931076735353559
66,70,2016,L.Edwards,-0.2873211109414914
63,61,2016,L.Edwards,-0.2912914216864599
65,86,2016,P.McAfee,1.2024715523660128
58,89,2016,M.Bosher,0.6082646438801023
70,75,2016,D.Colquitt,0.9843734853476498
45,80,2016,D.Colquitt,0.9866735766322672
61,80,2016,D.Colquitt,0.9712809419170673
85,65,2016,J.Hekker,1.282920626187987
67,72,2016,R.Allen,0.5194911451783051
64,81,2016,J.Hekker,1.2904041604637733
57,82,2016,R.Allen,0.5157086212383266
75,78,2016,J.Hekker,1.2920367003063828
43,91,2016,R.Allen,0.5146647757683723
86,58,2016,J.Hekker,1.304172413072261
71,84,2016,J.Hekker,1.3027374793070379
84,55,2016,R.Allen,0.5168978673772375
68,84,2016,J.Hekker,1.3179430562415522
85,95,2016,J.Hekker,1.328988570655512
78,69,2016,R.Allen,0.5122296653681504
57,92,2016,J.Hekker,1.3799761469891663
75,66,2016,R.Allen,0.5194339493971085
38,88,2016,M.Darr,0.1273527813913953
55,85,2016,M.Darr,0.12634621024463266
41,75,2016,S.Koch,0.8551585942323161
52,94,2016,M.Darr,0.12964913325642263
50,93,2016,S.Koch,0.8318435945581245
79,80,2016,M.Darr,0.1434102639066138
71,55,2016,M.Darr,0.16992893850004484
48,86,2016,S.Koch,0.8391024246129999
68,71,2016,M.Darr,0.14852198908439518
45,85,2016,J.Berry,0.04098403005426813
57,80,2016,B.Wing,0.13751296618141912
49,91,2016,J.Berry,0.03760890670199239
68,80,2016,B.Wing,0.13544447353473552
80,77,2016,B.Wing,0.14657122995820232
84,60,2016,J.Berry,0.04523085165118061
72,68,2016,B.Wing,0.17013429407337796
78,50,2016,J.Berry,0.050210048350758145
77,53,2016,D.Jones,0.9001022641829859
51,81,2016,D.Jones,0.8806088606233253
54,93,2016,D.Jones,0.870872679065618
81,61,2016,K.Huber,0.7036130624670387
58,66,2016,B.Pinion,-0.01292705087905261
44,80,2016,P.O'Donnell,0.11700071806962285
79,58,2016,B.Pinion,-0.03360831556082035
62,88,2016,P.O'Donnell,0.1055409907444696
31,95,2016,B.Pinion,-0.03827642804220287
86,19,2016,P.O'Donnell,0.1208604063353062
76,59,2016,B.Pinion,-0.02633548714032781
79,65,2016,B.Pinion,-0.03388036033938818
61,85,2016,P.O'Donnell,0.06848733628950039
79,64,2016,B.Pinion,-0.028342423514829893
66,69,2016,B.Pinion,-0.024289989100401244
52,90,2016,P.O'Donnell,0.07844027666483241
87,54,2016,B.Pinion,-0.031033268180582076
39,97,2016,P.O'Donnell,0.0866262006939541
74,68,2016,B.Anger,0.6462380363135644
61,72,2016,D.Kaser,-0.3127287893758871
70,70,2016,D.Kaser,-0.31982133381031724
62,92,2016,B.Anger,0.6456049137412007
79,54,2016,D.Kaser,-0.31828933205994464
87,59,2016,T.Way,0.25727038761415394
56,75,2016,D.Butler,-0.10595735223617789
45,92,2016,T.Way,0.26390726020056665
74,69,2016,D.Butler,-0.11510410406369981
80,48,2016,D.Butler,-0.11047270320817039
46,90,2016,M.Darr,0.14646304339605193
97,43,2016,D.Butler,-0.12790098848136164
43,80,2016,M.Darr,0.15032394801534976
93,38,2016,M.Darr,0.13834280377690472
63,84,2016,D.Butler,-0.12996903330768766
59,92,2016,M.Darr,0.1228660185184198
90,47,2016,D.Butler,-0.1180959224586516
70,56,2016,D.Butler,-0.12303303573888666
41,99,2016,M.Darr,0.14048943067664774
89,50,2016,M.Darr,0.1557352822443988
68,75,2016,M.Darr,0.1524724788540252
76,47,2016,D.Butler,-0.14289435364296713
90,57,2016,M.Bosher,0.6180071134226962
49,85,2016,J.Hekker,1.389189091150526
64,54,2016,M.Bosher,0.6239676122231229
58,88,2016,J.Hekker,1.3813062588214304
58,88,2016,J.Hekker,1.385725707563311
80,86,2016,M.Bosher,0.589571391204751
67,83,2016,J.Hekker,1.390123059061482
77,49,2016,M.Bosher,0.6240397690477554
61,94,2016,J.Hekker,1.3980233155381627
61,93,2016,M.Bosher,0.6000954270597436
84,68,2016,J.Hekker,1.414448890551313
55,77,2016,M.Bosher,0.6190528287892793
76,81,2016,J.Hekker,1.4242444988644447
75,80,2016,M.Bosher,0.6082297169002913
71,89,2016,M.Bosher,0.6267000900352131
67,79,2016,R.Allen,0.5179389232054504
74,63,2016,S.Koch,0.8347872932202383
57,99,2016,R.Allen,0.5243688494573843
41,80,2016,R.Allen,0.5480645191884511
46,89,2016,S.Koch,0.8259223607333069
66,83,2016,S.Koch,0.8249281560399117
88,52,2016,R.Allen,0.533574053519513
84,65,2016,S.Koch,0.8343481643981253
68,3,2016,S.Koch,0.8426708381640022
55,98,2016,R.Allen,0.5299894520818469
70,77,2016,S.Koch,0.7380098828617953
70,76,2016,R.Allen,0.5502257243225398
45,80,2016,S.Martin,0.766243487319002
61,96,2016,S.Martin,0.7519530030503685
62,85,2016,P.O'Donnell,0.09896879254645571
69,81,2016,P.O'Donnell,0.10994763095026178
52,80,2016,P.O'Donnell,0.12400479843970577
51,91,2016,P.O'Donnell,0.11738477259988456
91,45,2016,B.Colquitt,0.2738796293535766
76,78,2016,B.Colquitt,0.26537697411490146
73,69,2016,K.Huber,0.7024970716587945
58,64,2016,B.Colquitt,0.2840719804036952
42,98,2016,K.Huber,0.7016288123651174
66,63,2016,B.Colquitt,0.2589900951135
71,75,2016,B.Colquitt,0.2420835392562086
72,80,2016,K.Huber,0.7128393818824094
61,81,2016,K.Huber,0.7265534975143607
67,75,2016,B.Colquitt,0.24947207135691518
52,80,2016,K.Huber,0.7273848561795411
62,82,2016,B.Wing,0.16906818243229227
75,70,2016,C.Jones,0.16863253006403778
76,67,2016,B.Wing,0.17532308570864863
38,97,2016,B.Wing,0.17843242145339822
83,50,2016,C.Jones,0.17472276187307254
40,90,2016,C.Jones,0.16306315973293664
85,67,2016,B.Wing,0.19029076664038716
45,86,2016,C.Jones,0.16491351757772413
77,79,2016,B.Wing,0.20615307566592517
72,81,2016,C.Jones,0.1623765595138381
72,91,2016,B.Wing,0.22803254892502808
82,56,2016,C.Jones,0.1803008019836393
81,66,2016,C.Jones,0.17593923839450112
75,69,2016,C.Jones,0.18475068033665396
61,89,2016,B.Wing,0.2602066387078418
80,67,2016,C.Jones,0.18930250866831888
63,76,2016,B.Wing,0.2750322334751095
36,97,2016,B.Wing,0.2732178361821768
72,70,2016,R.Dixon,-0.2500254185476124
69,56,2016,R.Dixon,-0.24607510617357942
49,94,2016,B.Kern,0.7795329748991087
73,63,2016,R.Dixon,-0.2666831431486875
49,92,2016,B.Kern,0.7878187376853318
56,97,2016,R.Dixon,-0.2714523777243683
46,80,2016,B.Kern,0.7931474462056102
48,86,2016,R.Dixon,-0.24769977445229852
78,73,2016,B.Kern,0.7791968015507917
99,26,2016,B.Kern,0.790897500802864
81,55,2016,B.Kern,0.7616601719549267
49,98,2016,B.Kern,0.7515070692432022
57,88,2016,S.Lechler,0.42908362768319364
73,82,2016,S.Lechler,0.43721978353705615
52,80,2016,P.McAfee,1.2130931354843602
49,80,2016,P.McAfee,1.201027667959316
66,86,2016,S.Lechler,0.45662947612207666
86,59,2016,B.Nortman,0.25753994522766765
53,78,2016,B.Nortman,0.2627959865276741
77,61,2016,J.Locke,0.29853442751753495
70,59,2016,B.Nortman,0.25340395449780184
85,54,2016,B.Nortman,0.23603388982055848
52,80,2016,B.Anger,0.6640552606210811
74,71,2016,T.Morstead,0.8720513088555392
78,75,2016,T.Morstead,0.874662558098486
66,85,2016,T.Morstead,0.8888015540198335
81,80,2016,B.Anger,0.6547349824703531
45,99,2016,B.Anger,0.6815618238562224
91,50,2016,T.Morstead,0.9008178208401612
35,97,2016,B.Anger,0.6953931896990329
54,81,2016,L.Edwards,-0.3121413915936875
74,70,2016,L.Edwards,-0.31340284991682466
45,88,2016,L.Edwards,-0.3063221426060227
78,59,2016,L.Edwards,-0.30358729691697633
48,94,2016,B.Pinion,-0.030243940945229975
53,89,2016,L.Edwards,-0.3068820553366612
70,76,2016,B.Pinion,-0.0185498387021456
58,79,2016,B.Pinion,-0.009777318071272804
55,81,2016,L.Edwards,-0.2973897571711364
74,66,2016,B.Pinion,-0.01152276597899035
75,65,2016,B.Pinion,-0.011782709991904998
72,68,2016,B.Pinion,-0.012079465612624782
74,38,2016,M.King,0.5725120523469922
76,69,2016,M.King,0.528513177914256
48,91,2016,D.Colquitt,0.9694308506342272
85,70,2016,M.King,0.5327721886499913
66,78,2016,M.King,0.551295528743502
76,92,2016,M.King,0.5547946366081632
54,91,2016,D.Colquitt,0.9717531407413935
80,62,2016,M.King,0.5924519327485865
47,85,2016,D.Colquitt,0.9786503370166497
59,90,2016,M.King,0.5919184024597073
41,87,2016,D.Colquitt,0.9715927498178177
72,50,2016,M.King,0.604280927246215
46,85,2016,D.Colquitt,0.965189332077781
62,71,2016,C.Schmidt,0.04553365717828499
90,61,2016,C.Schmidt,0.036370293094835957
57,75,2016,C.Schmidt,0.05107022690092938
56,80,2016,J.Berry,0.032025988670673085
55,80,2016,C.Schmidt,0.04214488432061396
60,85,2016,J.Berry,0.02947838376865118
70,82,2016,C.Schmidt,0.0385797503319897
69,60,2016,C.Schmidt,0.0558134993737329
81,52,2016,D.Kaser,-0.327365290362859
43,89,2016,M.Palardy,-0.35217572638191835
95,35,2016,D.Kaser,-0.3364467039410152
81,60,2016,D.Kaser,-0.3514711925572764
83,66,2016,M.Palardy,-0.3485240577143153
81,74,2016,M.Palardy,-0.3342424221404048
43,97,2016,M.Palardy,-0.3112175700875226
64,68,2016,M.Palardy,-0.2961081903933368
49,86,2016,J.Ryan,0.6605075898335248
49,84,2016,J.Schum,-0.16483006368985484
83,48,2016,J.Ryan,0.657725977737021
44,84,2016,J.Ryan,0.6407357340655516
50,90,2016,J.Schum,-0.1664006129707553
65,67,2016,J.Schum,-0.15852400005625605
66,86,2016,J.Ryan,0.6324885825644461
67,82,2016,J.Schum,-0.16879588096992743
67,80,2016,T.Way,0.2696222097796075
77,77,2016,T.Way,0.27875153232467736
63,81,2016,D.Jones,0.8811899031012664
80,84,2016,D.Jones,0.883633781090237
70,60,2016,T.Way,0.2973523878484729
69,73,2016,T.Way,0.2812203937304829
77,63,2016,M.Palardy,-0.30549465423453065
73,66,2016,T.Way,0.28275869559797095
41,89,2016,M.Palardy,-0.304381945942035
74,77,2016,M.Palardy,-0.30148986475125894
69,66,2016,T.Way,0.27961569000657743
74,58,2016,T.Way,0.270957326310637
50,78,2016,M.Palardy,-0.284264033284237
70,71,2016,T.Way,0.25762248002821936
38,93,2016,M.Palardy,-0.29329185598025254
83,55,2016,T.Way,0.25772507543540607
83,47,2016,B.Colquitt,0.25141308096406423
72,78,2016,B.Colquitt,0.23499658905045276
62,68,2016,C.Schmidt,0.03952727027491557
62,91,2016,B.Colquitt,0.24818429319455027
57,80,2016,C.Schmidt,0.02602049994796286
80,50,2016,B.Colquitt,0.2671639304511569
76,30,2016,B.Colquitt,0.2507630874616827
70,93,2016,S.Martin,0.7745245550779715
84,69,2016,B.Wing,0.28476711063042
70,78,2016,B.Wing,0.3016689405691629
67,66,2016,S.Martin,0.8041145200820602
61,57,2016,B.Wing,0.3117559927556929
40,80,2016,S.Martin,0.7901620029115218
37,96,2016,B.Wing,0.27967383352050224
87,52,2016,S.Martin,0.7742987392803479
60,97,2016,B.Wing,0.2896141213009691
61,71,2016,S.Martin,0.7681457810263816
81,69,2016,S.Martin,0.7541910510139334
64,75,2016,B.Wing,0.3148077195194964
78,71,2016,B.Wing,0.3125713652107864
41,99,2016,P.O'Donnell,0.12604283874236294
57,72,2016,J.Schum,-0.1545588425190962
66,90,2016,P.O'Donnell,0.14136092326978544
68,55,2016,J.Schum,-0.166829477930332
77,78,2016,J.Schum,-0.1906366698997111
65,79,2016,J.Schum,-0.16823106063878682
70,52,2016,J.Locke,0.29371136494925654
61,83,2016,J.Locke,0.2659350741377079
80,62,2016,P.McAfee,1.1867965791161421
58,92,2016,J.Locke,0.27198515037178517
59,85,2016,P.McAfee,1.1832913255954254
57,84,2016,P.McAfee,1.1854079221362201
55,92,2016,S.Lechler,0.4722644160578999
88,67,2016,B.Nortman,0.23271591779210649
51,90,2016,S.Lechler,0.4840424371226715
91,82,2016,B.Nortman,0.25250279792318
73,64,2016,S.Lechler,0.48940940221652907
55,84,2016,B.Nortman,0.2980460977039104
70,90,2016,S.Lechler,0.482317517640029
79,70,2016,B.Nortman,0.2990327085523971
62,68,2016,B.Nortman,0.31019514366253076
85,52,2016,B.Nortman,0.29533503396864
39,93,2016,S.Lechler,0.5089950796532868
86,63,2016,J.Hekker,1.4415186057075113
53,72,2016,J.Ryan,0.6472442269680575
78,72,2016,J.Hekker,1.4466860046091459
68,69,2016,J.Ryan,0.6271830773799423
45,86,2016,J.Ryan,0.6198152007981076
86,62,2016,J.Hekker,1.4535914451199194
86,67,2016,J.Hekker,1.4572406670984852
79,54,2016,M.Darr,0.1562250316208613
71,75,2016,M.Darr,0.144776501499543
79,52,2016,L.Edwards,-0.297799405226295
61,68,2016,M.Darr,0.15265156878903285
76,66,2016,L.Edwards,-0.3098934386153913
46,83,2016,L.Edwards,-0.30581583297502835
86,57,2016,M.Darr,0.1374008716597507
86,55,2016,M.Darr,0.14034198287558286
71,48,2016,M.Darr,0.1403527630833224
69,31,2016,R.Allen,0.5561543671382891
55,85,2016,R.Dixon,-0.24658089484973364
83,62,2016,R.Allen,0.4950898646464505
44,93,2016,R.Allen,0.49932217970452986
37,92,2016,R.Dixon,-0.2414133363124719
51,80,2016,R.Allen,0.5049024105092911
67,75,2016,R.Dixon,-0.23469886358686756
81,63,2016,R.Allen,0.49558694847614704
59,83,2016,R.Dixon,-0.2303369993049996
72,90,2016,R.Dixon,-0.2240678865917164
50,93,2016,R.Allen,0.4984267136898711
88,65,2016,R.Dixon,-0.1910911073573259
61,88,2016,R.Allen,0.5073526281490879
93,53,2016,R.Dixon,-0.172100817552519
74,62,2016,M.Wile,-0.4193549055039039
70,60,2016,T.Morstead,0.8964695382740875
43,89,2016,M.Wile,-0.4234069397232214
81,48,2016,D.Kaser,-0.3487695748164058
82,63,2016,D.Kaser,-0.3635752178763217
91,48,2016,D.Kaser,-0.3550127122841121
43,80,2016,M.King,0.5748034533711417
66,80,2016,M.King,0.5606999116059177
72,97,2016,D.Kaser,-0.3559974676365781
71,95,2016,M.King,0.5670676230082807
66,80,2016,D.Kaser,-0.3121563514149153
55,88,2016,D.Jones,0.9137162215318004
95,43,2016,S.Koch,0.7444574176108552
71,90,2016,D.Jones,0.9174557326651751
39,80,2016,S.Koch,0.7356909101948894
63,88,2016,S.Koch,0.7200053621577698
88,59,2016,S.Koch,0.733459851933506
58,82,2016,J.Berry,0.038478907962757984
72,70,2016,K.Huber,0.7177479300510208
76,69,2016,K.Huber,0.7168593756820605
65,84,2016,K.Huber,0.7201766554289567
68,47,2016,B.Pinion,-0.012234508455280409
88,55,2016,B.Pinion,-0.04847717708008964
63,94,2016,B.Pinion,-0.044778084186737364
48,93,2016,M.Bosher,0.6525749175461206
90,57,2016,B.Pinion,-0.01875280082323761
57,77,2016,B.Pinion,-0.00960850245158129
