ID,TEAM,Team_Season,Season End,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,+/-,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,FTA RATE,FT Rate,OPP EFG%,OPP FTA RATE,OPP FT Rate,OPP TOV %,OPP REB %,OPP_FGM,OPP_FGA,OPP_FG%,OPP_3PM,OPP_3PA,OPP_3P%,OPP_FTM,OPP_FTA,OPP_FT%,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_+/-_Per_Game,Possessions,Plus Minus Per Possession,Shooting Factor,Crashing Factor,Protecting Factor,Attacking Factor,Residual W
158,Houston Rockets,Houston Rockets2010,2010,82,42,40,0.512,3981,8395,3094,6923,44.7,646,1838,35.1,1561,2022,77.2,971,2471,3442,1790,1188,583,318,532,-30,57.9,1.51,30.9,69.9,49.8,15.1,49.4,53.7,94.91,0.292,0.225480283114257,51.1,0.281,0.21566265060241,15.3,30.1,39.5,83,47.5,6,16.4,36.4,17.9,23.4,76.4,10.7,32.1,42.8,20.9,14.7,7.3,6.5,3.9,0.4,7708.4928,-0.00389181137978101,-1.7,100.8,-0.200000000000001,0.98176325118472,4.89832178360237
159,Cleveland Cavaliers,Cleveland Cavaliers2010,2010,82,61,21,0.744,3956,8373,3101,6391,48.5,602,1582,38.1,1569,2180,72,791,2692,3483,1835,1137,564,425,325,535,59.2,1.61,29.3,72.5,51.9,15,53.2,57,91.77,0.341,0.245501486465342,48.2,0.288,0.217552533992583,13.8,27.5,35.8,80.9,44.2,6.4,18.4,34.7,17.6,23.3,75.7,9.7,28.9,38.5,20.3,12.7,6.6,4,5.2,-6.5,7388.352,0.0724112765607269,5,101.8,1.2,2.79489524727584,0.469833550125941
160,New York Knicks,New York Knicks2010,2010,82,29,53,0.354,3976,8373,3127,6876,45.5,743,2145,34.6,1376,1759,78.2,836,2477,3313,1772,1148,586,305,368,-313,56.7,1.54,26.8,69.1,47.6,14.6,50.9,54.7,95.03,0.256,0.200116346713205,52.6,0.275,0.206650831353919,15,30.9,40.9,84.2,48.6,6.7,19.2,35.2,17.4,23.1,75.4,11.7,33.2,44.9,21,14.4,7.1,4.5,3.7,3.8,7643.4816,-0.0409499252277915,-1.7,95.9,-0.4,-0.653448464071385,-0.771798591466975
161,Dallas Mavericks,Dallas Mavericks2010,2010,82,55,27,0.671,3976,8364,3140,6760,46.4,558,1498,37.2,1526,1870,81.6,834,2586,3420,1917,1059,624,449,337,223,61.1,1.81,27.9,69.7,49.3,13.7,50.6,55.2,93.6,0.277,0.225739644970414,49.5,0.272,0.206024096385542,15.4,30.3,37.9,83,45.7,6.4,18.5,34.7,17.1,22.5,75.8,11.2,31.6,42.9,20.2,14.6,6.9,4.1,5.5,-2.7,7495.488,0.0297512316743086,1.1,97.6,-1.7,1.9715548584872,6.32050466749804
162,Los Angeles Lakers,Los Angeles Lakers2010,2010,82,57,25,0.695,3966,8339,3144,6875,45.7,532,1562,34.1,1519,1985,76.5,973,2662,3635,1730,1096,612,400,363,387,55,1.58,31.4,70.8,51.2,14.1,49.6,53.8,93.73,0.289,0.220945454545455,48.4,0.26,0.194244604316547,15,29.2,37.2,83.4,44.6,6.3,19.3,32.8,16.2,21.7,75,11.1,31,42.2,21.9,14.1,7,4.4,4.9,-4.7,7556.544,0.0512138882536779,1.2,102.2,-0.9,2.67008502289078,3.62548165571988
163,Atlanta Hawks,Atlanta Hawks2010,2010,82,53,29,0.646,3971,8338,3181,6801,46.8,524,1455,36,1452,1914,75.9,969,2451,3420,1789,980,592,413,359,382,56.2,1.83,32,68.5,50.2,13,50.6,54.5,90.77,0.281,0.213498014997794,49.6,0.28,0.207920792079208,15.1,31.5,37.2,80.8,46,5.9,17,34.5,16.8,22.6,74.5,11.2,30.1,41.4,21,13.8,6.2,4.4,5,-4.7,7347.9936,0.0519869805003641,1,100.5,-2.1,0.557722291858651,0.504715621432425
164,Oklahoma City Thunder,Oklahoma City Thunder2010,2010,82,50,32,0.61,3961,8322,3063,6629,46.2,418,1229,34,1778,2210,80.5,960,2607,3567,1639,1227,654,481,384,286,53.5,1.34,32,69.4,51.1,15.8,49.4,54.7,94.13,0.333,0.268215417106653,48.3,0.3,0.22954822954823,15.9,30.6,36.7,81.9,44.8,5.9,17.2,34,18.8,24.6,76.4,11.4,29.2,40.7,19.7,15.1,7.5,4.7,5.9,-3.5,7553.664,0.0378624201447139,1.1,101.4,-0.0999999999999996,3.8667187558423,-0.269547503001249
165,San Antonio Spurs,San Antonio Spurs2010,2010,82,50,32,0.61,3956,8312,3150,6659,47.3,554,1547,35.8,1458,1969,74,887,2621,3508,1829,1116,516,381,417,417,58.1,1.64,30.3,72,51.5,14.7,51.5,55.2,92.26,0.296,0.218951794563748,48.3,0.283,0.214460784313726,13.6,28,36.9,81.6,45.2,5,14.6,34.3,17.5,23.1,75.6,9.9,29.6,39.5,19.2,12.6,6.9,5.1,4.6,-5.1,7444.1856,0.0560168730881723,3.2,102.3,1.1,0.44910102500228,-3.02742824081223
166,Indiana Pacers,Indiana Pacers2010,2010,82,32,50,0.39,3941,8263,3020,6823,44.3,659,1896,34.8,1564,2019,77.5,785,2618,3403,1730,1232,585,439,414,-247,57.3,1.4,25.5,69,47.3,15.4,49.1,53.6,97.77,0.296,0.229224681225267,49,0.341,0.257756563245823,15.3,31,38,83.8,45.3,6.2,17.1,36.3,21.6,28.6,75.6,11.8,34.8,46.6,20.7,15,8,5,5.4,3,7832.0256,-0.0315371798580434,0.100000000000001,94.5,0.0999999999999996,-2.85318820205559,0.6328947178026
167,New Orleans Hornets,New Orleans Hornets2010,2010,82,37,45,0.451,3966,8220,3178,6842,46.4,571,1572,36.3,1293,1661,77.8,852,2450,3302,1828,1103,625,300,367,-202,57.5,1.66,28.2,69.6,48.6,14.3,50.6,54.3,93.53,0.243,0.18897983045893,52.3,0.274,0.20584652862363,15.2,30.4,39.6,82.1,48.3,6.6,18.5,35.5,16.9,22.5,75.1,10.6,31.5,42.1,23.5,14.4,7,4.5,3.7,2.5,7510.8864,-0.0268942957252023,-1.7,97.8,-0.899999999999999,-1.68666981646996,3.81111679506583
168,Sacramento Kings,Sacramento Kings2010,2010,82,25,57,0.305,3976,8200,3144,6895,45.6,482,1383,34.9,1430,1969,72.6,977,2518,3495,1679,1226,564,366,468,-358,53.4,1.37,31.5,70,50.4,15.6,49.1,52.8,94.78,0.286,0.207396664249456,50.5,0.315,0.243697478991597,14.3,30,39,83.3,46.9,6.1,17,35.7,20.3,26.2,77.4,11.1,31,42,20.5,13.7,7.1,5.7,4.5,4.4,7689.9456,-0.0465542955206341,-1.4,101.5,1.3,-3.63008147421405,-5.99399041857635
169,Boston Celtics,Boston Celtics2010,2010,82,50,32,0.61,3956,8136,3039,6294,48.3,499,1433,34.8,1559,2090,74.6,716,2449,3165,1930,1219,701,402,386,300,63.5,1.58,27.4,69.7,49.3,16,52.2,56.4,92.22,0.332,0.247696218620909,48.7,0.337,0.251604621309371,16.9,30.3,35.1,77.9,45.1,5.7,16.8,34.2,19.6,26.2,74.6,10.6,29.5,40.1,19.3,15.6,7,4.7,4.9,-3.7,7407.936,0.0404971101262214,3.5,97.1,-0.899999999999999,-0.390840268846221,-2.69180394426185
170,Minnesota Timberwolves,Minnesota Timberwolves2010,2010,82,15,67,0.183,3956,8051,3106,6923,44.9,403,1181,34.1,1436,1926,74.6,962,2556,3518,1626,1333,597,306,442,-787,52.4,1.22,30.8,70.5,50.1,16.7,47.8,51.8,97.12,0.278,0.207424526939188,52.5,0.285,0.220259128386337,14.6,29.5,40.8,84.9,48,7.5,20.6,36.6,18.7,24.2,77.4,11.2,32.2,43.4,25.6,14.3,8.8,5.4,3.7,9.6,7815.7824,-0.100693693826481,-4.7,101.3,2.1,-1.28346014471486,-2.5793504874172
171,Portland Trail Blazers,Portland Trail Blazers2010,2010,82,50,32,0.61,3971,8045,2974,6453,46.1,491,1388,35.4,1606,2033,79,913,2383,3296,1674,1012,523,350,333,271,56.3,1.65,32,70.2,51,13.8,49.9,54.7,88.64,0.315,0.248876491554316,50.2,0.294,0.219354838709677,15.1,29.8,36,77.5,46.4,5.9,17.1,34.3,17,22.8,74.5,9.8,28.3,38.1,19.3,13.5,5.9,4.1,4.3,-3.3,7148.6592,0.0379092068062218,-0.300000000000004,102.2,-1.3,2.95216528446384,0.773813582468563
172,Philadelphia 76ers,Philadelphia 76ers2010,2010,82,27,55,0.329,3961,8014,3087,6706,46,474,1381,34.3,1366,1808,75.6,941,2421,3362,1723,1192,667,439,332,-320,55.8,1.45,31,69.3,49.8,15.6,49.6,53.4,92.72,0.27,0.203698180733671,51.8,0.302,0.230673316708229,15.5,30.7,37.9,80.2,47.2,7.4,18.8,39.3,18.5,24.2,76.6,10.8,30.1,41,22.1,14.5,7.6,4,5.4,3.9,7442.4192,-0.0429967718023731,-2.2,100.3,0.0999999999999996,-2.69751359745581,-3.83480662379678
173,Milwaukee Bucks,Milwaukee Bucks2010,2010,82,46,36,0.561,3996,8009,3050,6998,43.6,645,1813,35.6,1264,1675,75.5,965,2560,3525,1740,1085,580,385,421,139,57,1.6,29.8,72.6,50.1,14.1,48.2,51.8,92.6,0.239,0.180623035152901,48.6,0.348,0.265463917525773,16.2,27.4,35,77.6,45.1,5.3,15.6,34.3,20.6,27,76.5,9.6,33.2,42.8,19.3,15.3,7,5.1,4.7,-1.7,7540.8,0.0184330575005304,-0.399999999999999,102.4,-2.1,-8.48408823728724,2.91746811009469
174,Chicago Bulls,Chicago Bulls2010,2010,82,41,41,0.5,3981,7993,3081,6825,45.1,352,1066,33,1479,1962,75.4,937,2715,3652,1704,1175,531,478,438,-134,55.3,1.45,30.3,70.9,50.9,15.1,47.7,52,94.02,0.287,0.216703296703297,48.4,0.284,0.211904761904762,14,29.1,37.1,84,44.2,7.1,20.5,34.8,17.8,23.9,74.4,11.2,31.6,42.7,20.9,13.3,7,5.3,5.8,1.6,7609.2288,-0.0176101946099978,-0.699999999999996,101.2,1.1,0.479853479853481,4.08228200430209
175,Miami Heat,Miami Heat2010,2010,82,47,35,0.573,3976,7914,2984,6518,45.8,494,1426,34.6,1452,1931,75.2,875,2553,3428,1548,1079,605,457,355,187,51.9,1.43,29.4,70.1,50,14.4,49.6,53.7,90.3,0.296,0.222767720159558,48,0.326,0.24583866837388,15.8,29.9,34.3,78.1,43.9,6.4,18.7,34.2,19.2,25.5,75.4,10.4,30.3,40.7,18.8,14.4,6.3,4.3,5.6,-2.3,7268.7744,0.025726482857963,1.6,99.5,-1.4,-2.30709482143215,-2.01163195185589
176,Washington Wizards,Washington Wizards2010,2010,82,26,56,0.317,3966,7892,3008,6700,44.9,432,1225,35.3,1444,1895,76.2,966,2458,3424,1557,1219,493,421,415,-392,51.8,1.28,31.7,69.1,50.1,15.9,48.1,52.4,92.6,0.283,0.215522388059702,50.2,0.313,0.238622386223862,14.6,30.9,37.6,81.3,46.3,6.4,17.9,36,19.4,25.5,76.1,11.4,30.9,42.3,21.6,13.6,6.9,5.1,5.1,4.8,7475.328,-0.0524391705621479,-2.1,100.8,1.3,-2.30999981641607,-2.39680590871924
177,Los Angeles Clippers,Los Angeles Clippers2010,2010,82,29,53,0.354,3941,7849,3002,6601,45.5,483,1457,33.2,1362,1867,73,927,2502,3429,1810,1285,532,466,363,-521,60.3,1.41,30.5,69.7,50,16.8,49.1,52.9,93.44,0.283,0.206332373882745,50.9,0.281,0.213768115942029,13.8,30.3,38.9,82.8,47,6.5,17.8,36.3,17.7,23.3,76.2,10.7,30.4,41.1,23.5,12.9,8.4,4.4,5.7,6.4,7469.2608,-0.0697525516849003,-1.8,100.2,3,-0.743574205928396,4.49953933648226
178,Charlotte Bobcats,Charlotte Bobcats2010,2010,82,44,38,0.537,3976,7813,2858,6306,45.3,460,1331,34.6,1637,2180,75.1,858,2490,3348,1658,1290,632,446,502,120,58,1.29,31.5,69.8,51,17.2,49,53.8,90.91,0.346,0.259594037424675,49.1,0.262,0.194479297365119,16.7,30.2,35.7,79.7,44.8,7,20.7,33.8,15.5,20.9,74.3,10.6,29,39.6,20.3,15.3,7.5,6.1,5.4,-1.5,7389.312,0.0162396715688822,-0.100000000000001,101.3,0.5,6.51147400595557,-1.72020147636491
179,Detroit Pistons,Detroit Pistons2010,2010,82,27,55,0.329,3956,7709,2940,6602,44.5,374,1190,31.4,1455,1998,72.8,1053,2242,3295,1591,1100,596,313,401,-419,54.1,1.45,34.6,69.7,51,14.9,47.4,51.5,89.46,0.303,0.220387761284459,52.6,0.344,0.264276228419655,15.9,30.3,36.2,75.3,48,6.9,18.5,37.5,19.9,25.9,76.7,9.9,29.5,39.4,23.1,14.3,6.7,4.9,3.8,5.1,7226.9952,-0.0579770690867485,-5.2,104.3,-1,-4.38884671351954,-0.294350255253363
180,New Jersey Nets,New Jersey Nets2010,2010,82,12,70,0.146,3956,7575,2813,6554,42.9,377,1185,31.8,1572,2015,78,897,2358,3255,1540,1182,573,393,421,-748,54.7,1.3,28.5,68.6,47.8,15.5,45.8,50.9,92.65,0.307,0.239853524565151,51.7,0.307,0.228855721393035,15,31.4,38.7,80.4,48.1,5.7,15.6,36.6,18.4,24.6,74.8,11.3,32.7,44,23.9,14,7.8,5.1,4.8,9.1,7416.576,-0.100855165510338,-5.90000000000001,97.1,0.5,1.09978031721163,-2.14719708965598
181,Denver Nuggets,Denver Nuggets2011,2011,82,50,32,0.61,3941,8811,3145,6613,47.6,662,1704,38.8,1859,2429,76.5,791,2652,3443,1813,1157,605,352,488,390,57.6,1.57,28.3,71.6,50.6,14.7,52.6,57.4,96.06,0.367,0.281112959322546,50,0.296,0.224076281287247,14.3,28.4,38.5,83.9,45.9,7,20.4,34.4,18.8,24.8,75.6,10.5,30.8,41.3,22.2,13.7,7.5,6,4.3,-4.8,7725.8496,0.0504798850860364,2.6,99.9,0.399999999999999,5.70366780352998,-3.62799372083576
182,New York Knicks,New York Knicks2011,2011,82,42,40,0.512,3956,8734,3140,6867,45.7,765,2081,36.8,1689,2087,80.9,847,2470,3317,1757,1123,625,475,360,64,56,1.56,27.3,67.6,47.3,14.1,51.3,56.1,96.47,0.304,0.245958934032329,51.1,0.315,0.239856801909308,15.7,32.4,39.5,83.8,47.2,6.5,17.6,37.2,20.1,26.4,76.2,11.8,32.3,44,20.5,15.2,7.1,4.4,5.8,-0.8,7738.8288,0.00826998524634632,0.199999999999996,94.9,-1.6,0.610213212302063,1.74237868616601
183,Houston Rockets,Houston Rockets2011,2011,82,43,39,0.524,3976,8685,3170,6975,45.4,677,1843,36.7,1668,2083,80.1,962,2549,3511,1955,1110,581,371,449,179,61.7,1.76,31.5,69,50.1,14.1,50.3,55,95.14,0.299,0.239139784946237,50,0.28,0.218566392479436,14.3,31,39.8,85.1,46.8,5.5,15.2,35.8,18.6,23.8,78.1,11.6,31.1,42.8,20.8,13.7,7.2,5.5,4.5,-2.2,7717.9392,0.0231927196316861,0.299999999999997,100.5,-0.200000000000001,2.05733924668006,-1.99306616516944
184,Phoenix Suns,Phoenix Suns2011,2011,82,40,42,0.488,4001,8611,3219,6844,47,701,1857,37.7,1472,1939,75.9,821,2478,3299,1945,1169,545,357,356,-73,60.4,1.66,27.5,68.1,48,14.7,52.2,55.9,95.18,0.283,0.215078901227352,51.3,0.28,0.211448598130841,15,31.9,40.4,85.6,47.2,7.1,19.5,36.7,18.1,24,75.4,12,32.3,44.3,23,14.5,7.9,4.3,4.4,0.9,7723.3536,-0.00945185262526372,0.900000000000006,95.6,-0.300000000000001,0.363030309651127,0.447675940469551
185,Oklahoma City Thunder,Oklahoma City Thunder2011,2011,82,55,27,0.671,4001,8596,3066,6609,46.4,487,1403,34.7,1977,2401,82.3,903,2604,3507,1672,1156,654,487,356,311,54.5,1.45,30.6,69.7,50.7,14.8,50.1,56.1,93.84,0.363,0.299137539718566,49.3,0.307,0.228365384615385,14.7,30.3,38.1,83.2,45.8,5.9,16.3,36.1,19,25.5,74.4,11.4,29.2,40.6,20.9,14,7.2,4.3,5.9,-3.8,7601.7024,0.0409118883685844,0.800000000000004,100.3,0.100000000000001,7.0772155103181,5.59300189389307
186,San Antonio Spurs,San Antonio Spurs2011,2011,82,61,21,0.744,3956,8502,3148,6628,47.5,685,1727,39.7,1521,1984,76.7,829,2603,3432,1836,1101,602,372,374,468,58.3,1.67,27.6,71.1,50,14.3,52.7,56.7,93.34,0.299,0.229480989740495,49.1,0.248,0.189964157706093,14.2,28.9,38.1,83.7,45.6,5.8,15.9,36.7,15.9,20.7,76.6,10.8,30.4,41.2,20.5,13.4,6.9,4.6,4.5,-5.7,7462.0416,0.0627174203906877,3.6,98.7,0.100000000000001,3.95168320344017,5.6381628967424
187,Golden State Warriors,Golden State Warriors2011,2011,82,36,46,0.439,3966,8477,3251,7047,46.1,685,1749,39.2,1290,1695,76.1,955,2370,3325,1847,1198,737,406,352,-191,56.8,1.54,30,65.9,47.6,15.1,51,54.4,95.85,0.241,0.183056619838229,50.9,0.333,0.258454106280193,16.7,34.1,38.7,82.8,46.7,6.9,19.3,35.8,21.4,27.6,77.6,12.8,32,44.8,24.7,16.1,8.2,4.3,5,2.3,7714.368,-0.0247589951633109,0.100000000000001,95.9,-1.6,-7.53974864419642,0.850475094245752
188,Miami Heat,Miami Heat2011,2011,82,58,24,0.707,3956,8369,3031,6301,48.1,547,1479,37,1760,2288,76.9,790,2666,3456,1639,1142,544,430,246,612,54.1,1.44,28.7,71.5,51.4,15.1,52.4,57.3,91.63,0.363,0.279320742739248,47.5,0.299,0.223048327137546,14.3,28.5,35,80.7,43.4,6.7,19.3,34.5,18,24.1,74.4,10.5,28.6,39.2,20.1,13.2,7,3,5.2,-7.5,7353.3312,0.0832275853425452,4.9,100.2,0.799999999999999,5.62724156017013,-3.34195855589105
189,Los Angeles Lakers,Los Angeles Lakers2011,2011,82,57,25,0.695,3966,8321,3128,6757,46.3,524,1487,35.2,1541,1979,77.9,989,2616,3605,1801,1073,602,422,372,501,57.6,1.68,32.5,69.2,51.3,14.1,50.2,54.5,91.78,0.293,0.228059789847565,47.7,0.236,0.180952380952381,14.7,30.8,36.7,84,43.7,6.8,20.3,33.5,15.2,19.9,76.5,12.2,29.3,41.5,22.3,13.6,7.1,4.5,5.1,-6.1,7403.2896,0.0676726194798593,2.5,101.7,-0.6,4.71074088951845,-1.14236370648096
190,Minnesota Timberwolves,Minnesota Timberwolves2011,2011,82,17,65,0.207,3956,8288,3090,7014,44.1,589,1565,37.6,1519,1977,76.8,1085,2556,3641,1650,1398,592,422,447,-544,53.4,1.18,33.6,69.8,51.2,17.4,48.3,52.6,97.49,0.282,0.216566866267465,51.4,0.323,0.250593824228029,14.7,30.2,39.4,84.2,46.8,7.8,20.8,37.4,21.1,27.2,77.8,11.1,31.4,42.6,24.8,14.4,9.5,5.5,5.1,6.6,7869.0048,-0.0691319949379113,-3.1,103.4,2.7,-3.40269579605634,-5.98087120572298
191,Dallas Mavericks,Dallas Mavericks2011,2011,82,57,25,0.695,3941,8220,3069,6463,47.5,645,1768,36.5,1437,1850,77.7,780,2618,3398,1954,1145,557,352,303,347,63.7,1.71,27.8,71.3,50.4,15.1,52.5,56.5,92.24,0.286,0.222342565372118,48.8,0.275,0.205665024630542,14.7,28.7,36.5,81.2,45,6.2,18,34.3,16.7,22.3,75,10.7,30,40.7,20.6,13.6,7.6,3.7,4.3,-4.2,7336.32,0.0472989182587455,3.7,99.1,0.4,1.66775407415764,3.37272970890972
192,Memphis Grizzlies,Memphis Grizzlies2011,2011,82,46,36,0.561,3976,8195,3200,6801,47.1,309,926,33.4,1486,1981,75,970,2391,3361,1691,1145,771,441,505,192,52.8,1.48,33.3,68.2,50.5,15,49.3,53.4,92.42,0.291,0.218497279811792,50.2,0.3,0.228824273072061,17.9,31.8,36.2,79.1,45.7,7.2,19.4,36.9,18.1,23.8,76.1,11,29.1,40.1,21,16.7,7.5,6.2,5.4,-2.3,7533.7344,0.0254853688497434,-0.900000000000006,101.5,-2.9,-1.03269932602683,-2.08235636321177
193,Indiana Pacers,Indiana Pacers2011,2011,82,37,45,0.451,3956,8183,3003,6787,44.2,585,1653,35.4,1592,2035,78.2,914,2657,3571,1611,1262,584,456,467,-88,53.6,1.28,29.7,70.3,50.1,16,48.6,53.3,95.5,0.3,0.234566082216001,48.7,0.315,0.23621103117506,14.5,29.7,37.5,83.4,44.9,6.2,17.4,35.9,19.7,26.3,75,11.4,31.9,43.3,20.4,13.9,7.5,5.7,5.6,1.1,7709.184,-0.0114149564986385,-0.100000000000001,100,1.5,-0.164494895905876,1.22909622172241
194,Utah Jazz,Utah Jazz2011,2011,82,39,43,0.476,3976,8153,3064,6590,46.5,435,1256,34.6,1590,2061,77.1,898,2338,3236,1921,1175,629,484,411,-150,62.7,1.63,31.4,67.9,49.6,15.4,49.8,54.4,92.03,0.313,0.241274658573596,50.5,0.354,0.275380710659898,15.7,32.1,36.2,78.8,45.9,7.2,19.2,37.6,21.7,27.9,77.8,11.3,29.6,40.9,20.7,14.6,7.4,5,5.9,1.8,7462.8864,-0.0200994617846521,-0.700000000000003,99.3,-0.299999999999999,-3.41060520863021,3.18749332331453
195,Sacramento Kings,Sacramento Kings2011,2011,82,24,58,0.293,3971,8151,3134,6979,44.9,428,1277,33.5,1455,1981,73.4,1071,2526,3597,1675,1324,608,391,464,-438,53.4,1.27,33.4,70.2,51.2,16.7,48,51.9,95.76,0.284,0.20848259062903,51.3,0.305,0.233173076923077,15.2,29.8,39.8,83.2,47.8,5.9,16.5,35.5,19.4,25.4,76.2,10.6,30.6,41.2,21.7,14.7,8.1,5.7,4.8,5.3,7779.4944,-0.0563018594113263,-3.3,103.6,1.5,-2.4690486294047,-2.99642982542338
196,Orlando Magic,Orlando Magic2011,2011,82,52,30,0.634,3966,8135,2956,6411,46.1,770,2103,36.6,1453,2101,69.2,864,2679,3543,1636,1224,548,384,310,448,55.3,1.34,30.4,72.3,51.8,16.2,52.1,55.4,91.55,0.328,0.226641709561691,47.5,0.295,0.219725343320849,15,27.7,34.9,80.1,43.6,6.3,18,35,17.6,23.7,74.3,9.8,29.9,39.7,20.1,13.9,7.4,3.8,4.7,-5.5,7387.6224,0.0606419732551572,4.6,102.7,1.2,0.691636624084188,-6.69160199846007
197,Toronto Raptors,Toronto Raptors2011,2011,82,22,60,0.268,3956,8124,3144,6755,46.5,345,1091,31.6,1491,1976,75.5,963,2343,3306,1795,1206,581,350,456,-515,57.1,1.49,31.4,68.5,49.5,15.6,49.1,53.3,93.78,0.293,0.220725388601036,52.2,0.326,0.250922509225092,14.8,31.5,39.2,81.3,48.2,6.6,17.5,37.6,20.4,26.5,76.9,11.1,30,41.1,22.6,13.9,7.6,5.6,4.3,6.3,7552.7424,-0.06818715278837,-3.1,99.9,0.799999999999999,-3.0197120624056,-2.45824748262429
198,Philadelphia 76ers,Philadelphia 76ers2011,2011,82,41,41,0.5,3986,8119,3125,6776,46.1,443,1248,35.5,1426,1851,77,850,2578,3428,1861,1063,621,355,376,123,59.6,1.75,27.8,71.4,49.7,13.8,49.4,53.5,92.78,0.273,0.210448642266824,48.7,0.299,0.230864197530864,15.2,28.6,36.5,81,45.1,5.7,16.8,34,18.7,24.2,77.3,10.7,31.8,42.5,21.5,14.2,7.1,4.6,4.3,-1.5,7491.3024,0.0164190408332735,0.699999999999996,99.2,-1.4,-2.04155552640401,-4.42424573263051
199,Los Angeles Clippers,Los Angeles Clippers2011,2011,82,32,50,0.39,3971,8089,3015,6594,45.7,513,1519,33.8,1546,2187,70.7,955,2501,3456,1813,1343,585,402,404,-257,60.1,1.35,33,69.2,51.1,17.4,49.6,53.5,93.35,0.332,0.234455565665757,49.9,0.324,0.25,14.6,30.8,37.1,81.6,45.5,7.1,19.5,36.5,20.4,26.4,77.1,11.1,29.4,40.5,22.3,13.7,8,4.9,4.9,3.1,7626.5088,-0.0336982499777618,-0.299999999999997,102.2,2.8,-1.55444343342432,-0.897282593568363
200,Chicago Bulls,Chicago Bulls2011,2011,82,62,20,0.756,3966,8087,3042,6587,46.2,511,1415,36.1,1492,2008,74.3,967,2654,3621,1827,1161,592,468,477,600,60.1,1.57,33.2,71.7,52.8,15.4,50.1,54.1,91.2,0.305,0.226506755730985,46.3,0.291,0.222641509433962,15.4,28.3,34.2,79.5,43,5.2,16,32.6,17.7,23.1,76.4,10.1,28.3,38.4,19,14.1,6.9,5.8,5.7,-7.3,7357.9392,0.0815445716104857,3.8,104.9,0,0.386524629702303,-0.278916464748107
201,Washington Wizards,Washington Wizards2011,2011,82,23,59,0.28,3986,7977,3048,6888,44.3,392,1182,33.2,1489,1999,74.5,1013,2374,3387,1592,1258,665,502,413,-607,52.2,1.27,31.7,67.1,48.8,16,47.1,51.3,94.76,0.29,0.216173054587689,51.2,0.327,0.248175182481752,16.4,32.9,38.7,82.2,47.1,6.8,18.3,37.3,20.4,26.9,76.1,12.1,31.8,43.9,23.1,15.8,7.6,5,6.1,7.4,7692.0576,-0.078912565605333,-4.1,98.8,-0.399999999999999,-3.20021278940631,0.147418034182664
202,Detroit Pistons,Detroit Pistons2011,2011,82,30,52,0.366,3976,7951,3056,6647,46,472,1256,37.6,1367,1854,73.7,931,2236,3167,1730,1067,595,328,381,-295,56.6,1.62,31.7,68.1,49.1,14.4,49.5,53.3,89.79,0.279,0.205656687227321,52.6,0.306,0.234314980793854,15.6,31.9,37.9,78.1,48.6,6.4,17.8,35.8,18.3,23.9,76.6,10.6,30.1,40.7,23.3,14.1,6.9,4.6,4,3.6,7294.8096,-0.0404397120933766,-3.1,99.8,-1.2,-2.86582935665335,-0.753884105050687
203,Boston Celtics,Boston Celtics2011,2011,82,56,26,0.683,3956,7913,3023,6219,48.6,408,1119,36.5,1459,1895,77,639,2542,3181,1921,1195,676,344,364,440,63.5,1.61,25.7,70.9,49.7,15.9,51.9,56.1,90.92,0.305,0.234603634024763,46.9,0.31,0.234234234234234,16.9,29.1,33.8,77.7,43.4,5.4,15.9,34,18.2,24.1,75.6,10.5,29.1,39.6,18.7,15.4,7,4.4,4.2,-5.4,7304.448,0.0602372691269758,5,96.6,-0.999999999999998,0.0369399790528607,-2.26421882524774
204,Portland Trail Blazers,Portland Trail Blazers2011,2011,82,48,34,0.585,3961,7896,2951,6599,44.7,518,1503,34.5,1476,1835,80.4,996,2230,3226,1736,1070,660,358,339,125,58.8,1.62,33.1,68.2,49.9,14.5,48.6,53.3,89.13,0.278,0.223670253068647,51,0.301,0.230870712401055,17.5,31.8,35.4,75.8,46.7,6.5,17.6,36.7,17.5,22.8,76.7,10.6,29.1,39.7,19.2,15.7,6.9,4.1,4.4,-1.5,7181.184,0.017406600360052,-2.4,101.3,-3,-0.720045933240865,5.26567541839891
205,Cleveland Cavaliers,Cleveland Cavaliers2011,2011,82,19,63,0.232,3951,7827,2886,6647,43.4,509,1489,34.2,1546,2075,74.5,856,2449,3305,1720,1166,544,341,489,-739,59.6,1.48,28.3,69.9,48.5,15.1,47.2,51.8,93.76,0.312,0.232586129080788,52.4,0.278,0.210843373493976,14.4,30.1,39.4,83,47.5,8.1,19.7,41.1,17.5,23.1,75.9,10.9,32.6,43.5,24.2,13.5,7.5,6,4.2,9,7555.2,-0.0978134265141889,-5.2,98.2,0.699999999999999,2.17427555868124,0.542905864899353
